SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1047 Cheyenne St,Costa Mesa,CA,92626,1560000,5,3.0,C3 - South Coast Metro,2178,6200,1963,3,716,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Costa-Mesa/1047-Cheyenne-St-92626/home/3714388,CRMLS,OC21183152,N,Y,33.6843339,-117.9014196
MLS Listing,,Single Family Residential,3245 Montana Ave,Costa Mesa,CA,92626,1075000,3,2.0,C1 - Mesa Verde,1572,7665,1961,3,684,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Costa-Mesa/3245-Montana-Ave-92626/home/3691148,CRMLS,PW21179493,N,Y,33.6891594,-117.9324746
MLS Listing,,Single Family Residential,2988 Andros St,Costa Mesa,CA,92626,1299000,4,1.75,C1 - Mesa Verde,1641,7000,1959,3,792,,Active,August-22-2021 01:01 PM,August-22-2021 03:59 PM,http://www.redfin.com/CA/Costa-Mesa/2988-Andros-St-92626/home/3694987,CRMLS,OC21183527,N,Y,33.6802853,-117.9254723
MLS Listing,,Single Family Residential,225 Monte Vista Ave,Costa Mesa,CA,92627,2100000,4,4.0,C5 - East Costa Mesa,3594,6273,2009,3,584,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Costa-Mesa/225-Monte-Vista-Ave-92627/home/28931278,CRMLS,AR21183000,N,Y,33.6569317,-117.8958122
MLS Listing,,Single Family Residential,3477 Windsor Ct,Costa Mesa,CA,92626,1100000,3,2.75,C3 - South Coast Metro,2594,4725,1979,3,424,170,Active,,,http://www.redfin.com/CA/Costa-Mesa/3477-Windsor-Ct-92626/home/4531984,CRMLS,OC21183339,N,Y,33.6945515,-117.9073015
MLS Listing,,Single Family Residential,2530 Fordham Dr,Costa Mesa,CA,92626,1199000,4,1.75,C4 - Central Costa Mesa,1866,7700,1956,4,643,,Active,,,http://www.redfin.com/CA/Costa-Mesa/2530-Fordham-Dr-92626/home/3711099,CRMLS,OC21182209,N,Y,33.6643138,-117.9147165
MLS Listing,,Single Family Residential,2331 Cynthia Ct,Costa Mesa,CA,92627,1349000,3,2.0,C5 - East Costa Mesa,1179,5124,1946,5,1144,,Active,August-22-2021 02:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Costa-Mesa/2331-Cynthia-Ct-92627/home/3565752,CRMLS,NP21182093,N,Y,33.6512377,-117.8985129
MLS Listing,,Single Family Residential,1030 Begonia Ave,Costa Mesa,CA,92626,1198000,4,2.5,C3 - South Coast Metro,2338,6000,1984,5,512,,Active,,,http://www.redfin.com/CA/Costa-Mesa/1030-Begonia-Ave-92626/home/4542905,CRMLS,OC21179810,N,Y,33.693859,-117.9002524
MLS Listing,,Single Family Residential,1804 Ocean Ct,Costa Mesa,CA,92627,995000,3,3.0,C2 - Southwest Costa Mesa,1873,1456,2014,5,531,166,Active,,,http://www.redfin.com/CA/Costa-Mesa/1804-Ocean-Ct-92627/home/58553546,CRMLS,OC21180676,N,Y,33.6398827,-117.9424972
MLS Listing,,Single Family Residential,388 Meadow Ln,Newport Beach,CA,92660,2599999,3,3.0,N7 - West Bay - Santa Ana Heights,2180,12840,1960,7,1193,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Newport-Beach/388-Meadow-Ln-92660/home/4596818,CRMLS,NP21180338,N,Y,33.6460014,-117.897689
