SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3282 Hillrose Dr,Rossmoor,CA,90720,2299000,5,4.5,51 - Rossmoor,3929,7665,2006,3,585,,Active,August-22-2021 11:00 AM,August-22-2021 03:00 PM,http://www.redfin.com/CA/Los-Alamitos/3282-Hillrose-Dr-90720/home/3371830,CRMLS,PW21183565,N,Y,33.7791433,-118.0761684
MLS Listing,,Single Family Residential,11031 Ticonderoga Dr,Los Alamitos,CA,90720,1399999,5,3.0,699 - Not Defined,2111,7900,1955,5,663,,Active,,,http://www.redfin.com/CA/Los-Alamitos/11031-Ticonderoga-Dr-90720/home/3938080,CRMLS,OC21181401,N,Y,33.8024377,-118.0491403
MLS Listing,,Single Family Residential,11091 Bunker Hill Dr,Los Alamitos,CA,90720,875000,3,1.0,52 - Los Alamitos,1003,7200,1955,13,872,,Active,,,http://www.redfin.com/CA/Los-Alamitos/11091-Bunker-Hill-Dr-90720/home/3938128,CRMLS,DW21175574,N,Y,33.8014726,-118.0465333
MLS Listing,,Single Family Residential,12431 Kensington Rd,Rossmoor,CA,90720,2499000,4,3.5,51 - Rossmoor,3800,7700,2000,24,658,,Active,,,http://www.redfin.com/CA/Los-Alamitos/12431-Kensington-Rd-90720/home/3378001,CRMLS,NDP2108820,N,Y,33.7820793,-118.0883776
MLS Listing,,Single Family Residential,3922 San Joaquin Ave,Los Alamitos,CA,90720,1318000,5,3.0,52 - Los Alamitos,2752,5670,1966,24,479,,Active,August-22-2021 03:00 PM,August-22-2021 06:00 PM,http://www.redfin.com/CA/Los-Alamitos/3922-San-Joaquin-Ave-90720/home/3977325,CRMLS,PW21165807,N,Y,33.8106085,-118.0650558
MLS Listing,,Single Family Residential,3802 Holden Cir,Los Alamitos,CA,90720,1399995,4,2.5,52 - Los Alamitos,2812,6873,1970,36,498,,Active,,,http://www.redfin.com/CA/Los-Alamitos/3802-Holden-Cir-90720/home/3978158,CRMLS,DW21156757,N,Y,33.8161586,-118.0672281
MLS Listing,,Single Family Residential,2872 Tigertail Dr,Rossmoor,CA,90720,2650000,4,4.0,51 - Rossmoor,4300,7700,1992,36,616,,Active,,,http://www.redfin.com/CA/Los-Alamitos/2872-Tigertail-Dr-90720/home/3378480,CRMLS,PW21156737,N,Y,33.7767238,-118.0837821
