SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,22511 Woodcrest Cir,Lake Forest,CA,92630,1199999,5,3.0,LS - Lake Forest South,2611,6000,1970,5,460,185,Active,,,http://www.redfin.com/CA/Lake-Forest/22511-Woodcrest-Cir-92630/home/4820556,CRMLS,OC21178171,N,Y,33.6361459,-117.6976114
MLS Listing,,Single Family Residential,25 Swift,Lake Forest,CA,92630,1788000,5,4.5,BK - Baker Ranch,3100,4550,2016,11,577,174,Active,,,http://www.redfin.com/CA/Lake-Forest/25-Swift-92630/home/112722238,CRMLS,OC21175443,N,Y,33.6728631,-117.6772869
MLS Listing,,Single Family Residential,36 Torosa,Lake Forest,CA,92630,1359900,4,3.0,BK - Baker Ranch,2507,3949,2017,2,542,212,Active,August-22-2021 03:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/CA/Lake-Forest/36-Torosa-92630/home/143909786,CRMLS,OC21175201,N,Y,33.675746,-117.6829019
MLS Listing,,Single Family Residential,22791 Rumble Dr,Lake Forest,CA,92630,939000,5,3.0,LS - Lake Forest South,2600,5200,1969,2,361,240,Active,August-22-2021 01:00 PM,August-22-2021 03:00 PM,http://www.redfin.com/CA/Lake-Forest/22791-Rumble-Dr-92630/home/4819419,CRMLS,OC21182739,N,Y,33.6318614,-117.695425
MLS Listing,,Single Family Residential,24951 Avenida Libre,Lake Forest,CA,92630,1299800,4,3.0,LN - Lake Forest North,2979,7475,1977,3,436,105,Active,August-22-2021 12:00 AM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Lake-Forest/24951-Avenida-Libre-92630/home/4807675,CRMLS,OC21181852,N,Y,33.6553227,-117.6946098
MLS Listing,,Single Family Residential,24211 Angela St,Lake Forest,CA,92630,1169000,5,3.0,LS - Lake Forest South,2884,5000,1978,3,405,82,Active,,,http://www.redfin.com/CA/Lake-Forest/24211-Angela-St-92630/home/4829239,CRMLS,LG21183130,N,Y,33.6439868,-117.7084486
MLS Listing,,Single Family Residential,24132 Big Timber St,Lake Forest,CA,92630,899000,3,2.0,LS - Lake Forest South,1494,5265,1977,3,602,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Lake-Forest/24132-Big-Timber-St-92630/home/4837849,CRMLS,OC21183582,N,Y,33.6310251,-117.7091818
MLS Listing,,Single Family Residential,24772 Greentree Ln,Lake Forest,CA,92630,868000,3,2.0,LS - Lake Forest South,1684,5625,1976,3,515,207,Active,August-22-2021 11:00 AM,August-22-2021 02:00 PM,http://www.redfin.com/CA/Lake-Forest/24772-Greentree-Ln-92630/home/4827403,CRMLS,OC21183291,N,Y,33.6467942,-117.6986882
MLS Listing,,Single Family Residential,21442 Calle Sendero,Lake Forest,CA,92630,1124900,4,3.0,LN - Lake Forest North,2714,10800,1980,3,414,105,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Lake-Forest/21442-Calle-Sendero-92630/home/4808484,CRMLS,OC21183315,N,Y,33.6513672,-117.691127
MLS Listing,,Single Family Residential,21742 Queensbury Dr,Lake Forest,CA,92630,1150000,4,3.0,LN - Lake Forest North,2819,10625,1981,5,408,74,Active,August-22-2021 12:00 PM,August-22-2021 03:00 PM,http://www.redfin.com/CA/Lake-Forest/21742-Queensbury-Dr-92630/home/4814176,CRMLS,OC21181650,N,Y,33.6467632,-117.6797388
