SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1249 Driftwood Pl,Brea,CA,92821,828800,4,2.0,86 - Brea,1440,6767,1963,2,576,,Active,August-22-2021 11:00 AM,August-22-2021 03:00 PM,http://www.redfin.com/CA/Brea/1249-Driftwood-Pl-92821/home/4135872,CRMLS,PW21180737,N,Y,33.9366353,-117.8961784
MLS Listing,,Single Family Residential,359 Brea Hills Ave,Brea,CA,92823,1500000,4,3.0,86 - Brea,2893,12623,2003,2,518,119,Active,,,http://www.redfin.com/CA/Brea/359-Brea-Hills-Ave-92823/home/5924682,CRMLS,PW21184287,N,Y,33.9234693,-117.8333866
MLS Listing,,Single Family Residential,1414 Las Lomas Dr,Brea,CA,92821,899900,3,3.0,86 - Brea,2155,9639,1963,2,418,,Active,,,http://www.redfin.com/CA/Brea/1414-Las-Lomas-Dr-92821/home/4129001,CRMLS,PW21184326,N,Y,33.9405552,-117.9180119
MLS Listing,,Single Family Residential,1915 Skywood St,Brea,CA,92821,818900,4,2.5,86 - Brea,1627,5002,1970,2,503,,Active,,,http://www.redfin.com/CA/Brea/1915-Skywood-St-92821/home/4118996,CRMLS,LG21184389,N,Y,33.9303384,-117.9267538
MLS Listing,,Single Family Residential,571 Cardinal St,Brea,CA,92823,948000,4,2.5,86 - Brea,2179,3304,2002,3,435,119,Active,,,http://www.redfin.com/CA/Brea/571-Cardinal-St-92823/home/5803964,CRMLS,TR21184189,N,Y,33.9275348,-117.8444448
MLS Listing,,Single Family Residential,737 Cactus Ct,Brea,CA,92821,600000,3,2.5,86 - Brea,1401,1545,1974,3,428,345,Active,August-22-2021 10:00 AM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/737-Cactus-Ct-92821/home/4146293,CRMLS,PW21183577,N,Y,33.927721,-117.892345
MLS Listing,,Single Family Residential,1421 Woodcrest Ave,Brea,CA,92821,985000,4,2.5,86 - Brea,1959,8925,1976,3,503,,Active,,,http://www.redfin.com/CA/Brea/1421-Woodcrest-Ave-92821/home/4126847,CRMLS,PW21183383,N,Y,33.9459244,-117.919202
MLS Listing,,Single Family Residential,801 Chestnut Ave,Brea,CA,92821,749900,3,1.5,86 - Brea,1216,7070,1958,5,617,,Active,August-22-2021 12:00 AM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/801-Chestnut-Ave-92821/home/4080118,CRMLS,PW21173516,N,Y,33.9096022,-117.9071642
MLS Listing,,Single Family Residential,925 Oleander St,Brea,CA,92821,799999,3,2.0,86 - Brea,1338,6792,1956,5,598,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/925-Oleander-St-92821/home/17477181,CRMLS,PW21180684,N,Y,33.9171157,-117.9128856
MLS Listing,,Single Family Residential,599 Charwood Ct,Brea,CA,92821,624900,4,3.0,86 - Brea,1470,1548,1973,7,425,215,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/599-Charwood-Ct-92821/home/4120412,CRMLS,PW21180303,N,Y,33.9296575,-117.9229436
MLS Listing,,Single Family Residential,2120 Treeridge Cir,Brea,CA,92821,928888,3,2.5,86 - Brea,2130,5000,1976,7,436,130,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/CA/Brea/2120-Treeridge-Cir-92821/home/4151919,CRMLS,TR21180286,N,Y,33.9231408,-117.8719158
MLS Listing,,Single Family Residential,2668 E Santa Fe,Brea,CA,92821,939000,3,2.5,86 - Brea,1827,2881,2014,8,514,258,Active,August-22-2021 12:30 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/2668-E-Santa-Fe-Rd-92821/home/45380970,CRMLS,PW21178753,N,Y,33.925023,-117.863028
MLS Listing,,Single Family Residential,2368 Foothill Ln,Brea,CA,92821,950000,4,3.5,86 - Brea,2500,5529,1977,10,380,55,Active,,,http://www.redfin.com/CA/Brea/2368-Foothill-Ln-92821/home/4152328,CRMLS,PW21175063,N,Y,33.9216667,-117.8690773
MLS Listing,,Single Family Residential,2481 Sommerset Dr,Brea,CA,92821,675000,3,2.0,86 - Brea,1578,2397,1979,10,428,350,Active,August-22-2021 12:00 AM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/2481-Sommerset-Dr-92821/home/4155891,CRMLS,PW21177091,N,Y,33.925303,-117.865168
MLS Listing,,Single Family Residential,1200 Walling Ave,Brea,CA,92821,1495000,6,3.5,86 - Brea,2774,8850,1960,11,539,,Active,,,http://www.redfin.com/CA/Brea/1200-Walling-Ave-92821/home/4133226,CRMLS,PW21177750,N,Y,33.9338955,-117.9158607
MLS Listing,,Single Family Residential,553 S Walnut Ave,Brea,CA,92821,699900,2,1.0,86 - Brea,840,6125,1924,11,833,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/553-S-Walnut-Ave-92821/home/4083774,CRMLS,PW21176717,N,Y,33.912014,-117.904372
MLS Listing,,Single Family Residential,1975 Skywood St,Brea,CA,92821,869900,3,2.0,86 - Brea,1611,5002,1971,12,540,,Active,,,http://www.redfin.com/CA/Brea/1975-Skywood-St-92821/home/4119010,CRMLS,LG21176527,N,Y,33.9303386,-117.927898
MLS Listing,,Single Family Residential,856 Jones Dr,Brea,CA,92821,1100000,5,3.5,86 - Brea,3452,4500,2003,16,319,150,Active,,,http://www.redfin.com/CA/Brea/856-Jones-Dr-92821/home/5924533,CRMLS,IV21173665,N,Y,33.9322199,-117.9098418
MLS Listing,,Single Family Residential,1577 Gatewood Ct,Brea,CA,92821,550000,3,2.5,86 - Brea,1302,1358,1973,16,422,215,Active,,,http://www.redfin.com/CA/Brea/1577-Gatewood-Ct-92821/home/4120236,CRMLS,PW21173401,N,Y,33.929553,-117.9215762
MLS Listing,,Single Family Residential,1708 Summerfield Cir,Brea,CA,92821,850000,4,2.5,86 - Brea,2077,5000,1983,16,409,118,Active,,,http://www.redfin.com/CA/Brea/1708-Summerfield-Cir-92821/home/4155725,CRMLS,PW21153319,N,Y,33.9226868,-117.8792636
MLS Listing,,Single Family Residential,2301 Raintree Dr,Brea,CA,92821,695000,2,1.75,86 - Brea,1168,5040,1977,16,595,68,Active,,,http://www.redfin.com/CA/Brea/2301-Raintree-Dr-92821/home/4153272,CRMLS,PW21158711,N,Y,33.918984,-117.8701074
MLS Listing,,Single Family Residential,3844 Grandview Dr,Brea,CA,92823,1388000,4,3.0,86 - Brea,3252,6555,2002,16,427,119,Active,,,http://www.redfin.com/CA/Brea/3844-Grandview-Dr-92823/home/5898593,CRMLS,PW21170743,N,Y,33.9266004,-117.8422699
MLS Listing,,Single Family Residential,2207 Crestview Cir,Brea,CA,92821,1085000,4,2.5,86 - Brea,2958,5300,1976,19,367,130,Active,,,http://www.redfin.com/CA/Brea/2207-Crestview-Cir-92821/home/4152134,CRMLS,OC21170730,N,Y,33.9248616,-117.8717785
MLS Listing,,Single Family Residential,315 S Flower Ave,Brea,CA,92821,1500000,3,2.5,86 - Brea,2742,21000,1937,20,547,,Active,,,http://www.redfin.com/CA/Brea/315-S-Flower-Ave-92821/home/4082149,CRMLS,PW21169768,N,Y,33.9152132,-117.898696
MLS Listing,,Single Family Residential,17060 Vista Moraga,Yorba Linda,CA,92886,950000,4,2.5,85 - Yorba Linda,2250,4000,2004,21,422,125,Active,,,http://www.redfin.com/CA/Yorba-Linda/17060-Vista-Moraga-92886/home/5851162,CRMLS,PW21140832,N,Y,33.9082454,-117.836569
MLS Listing,,Single Family Residential,172 Brookside Ln,Brea,CA,92821,899000,4,2.5,86 - Brea,1908,6900,1983,27,471,118,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/172-Brookside-Ln-92821/home/4156261,CRMLS,CV21163961,N,Y,33.9213638,-117.8762192
MLS Listing,,Single Family Residential,1816 Evergreen Ave,Fullerton,CA,92835,799000,3,2.0,83 - Fullerton,1272,7245,1963,28,628,,Active,August-22-2021 12:00 PM,August-22-2021 03:00 PM,http://www.redfin.com/CA/Fullerton/1816-Evergreen-Ave-92835/home/4086320,CRMLS,PW21162851,N,Y,33.9055638,-117.8951256
MLS Listing,,Single Family Residential,419 Redtail Dr,Brea,CA,92823,850000,4,2.5,86 - Brea,1531,3139,2002,32,555,119,Active,,,http://www.redfin.com/CA/Brea/419-Redtail-Dr-92823/home/5804910,CRMLS,OC21152128,N,Y,33.9250655,-117.8451774
MLS Listing,,Single Family Residential,235 Verbena Ln,Brea,CA,92823,1750000,5,3.0,86 - Brea,3495,34500,2004,32,501,,Active,,,http://www.redfin.com/CA/Brea/235-Verbena-Ln-92823/home/4141533,CRMLS,PW21159897,N,Y,33.9309569,-117.804719
MLS Listing,,Single Family Residential,3511 Ironbark Way,Yorba Linda,CA,92886,1349900,4,3.0,VDV - Vista Del Verde,2800,5086,2003,33,482,,Active,,,http://www.redfin.com/CA/Yorba-Linda/3511-Iron-Bark-Way-92886/home/5892133,CRMLS,PW21158782,N,Y,33.9115477,-117.8358822
MLS Listing,,Single Family Residential,852 E Davidson Ct,Brea,CA,92821,1000000,4,3.0,86 - Brea,2398,4000,1987,37,417,307,Active,,,http://www.redfin.com/CA/Brea/852-E-Davidson-Ct-92821/home/4150265,CRMLS,PW21155374,N,Y,33.9295686,-117.882079
MLS Listing,,Single Family Residential,855 Peterkin Pl,Brea,CA,92821,960000,4,3.0,86 - Brea,2677,3052,2004,38,359,150,Active,August-22-2021 11:00 AM,August-22-2021 03:00 PM,http://www.redfin.com/CA/Brea/855-Peterkin-Pl-92821/home/5924588,CRMLS,CV21155500,N,Y,33.9330488,-117.909819
MLS Listing,,Single Family Residential,605 Juniper St,Brea,CA,92821,1799000,5,3.75,86 - Brea,3099,11761,1964,38,581,,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Brea/605-Juniper-St-92821/home/4118734,CRMLS,PW21154525,N,Y,33.9081172,-117.9131374
MLS Listing,,Single Family Residential,923 E Almond Dr,Brea,CA,92821,759990,3,1.0,86 - Brea,1125,6223,1954,41,676,,Active,,,http://www.redfin.com/CA/Brea/923-E-Almond-Dr-92821/home/4145757,CRMLS,OC21151606,N,Y,33.9213449,-117.8859702
MLS Listing,,Single Family Residential,3920 Landmark Ln,Brea,CA,92823,1250000,4,2.5,86 - Brea,3061,4950,2002,44,408,119,Active,,,http://www.redfin.com/CA/Brea/3920-Landmark-Ln-92823/home/5762291,CRMLS,TR21150092,N,Y,33.9248748,-117.8411938
MLS Listing,,Single Family Residential,805 N Sutter Ct,Brea,CA,92821,2375000,5,5.5,86 - Brea,5380,8951,2015,54,441,258,Active,,,http://www.redfin.com/CA/Brea/805-Sutter-Ct-92821/home/58553320,CRMLS,PW21132991,N,Y,33.9304804,-117.8681668
MLS Listing,,Single Family Residential,902 Buttonwood Dr,Brea,CA,92821,1199000,3,2.0,86 - Brea,1900,8075,1970,116,631,,Active,,,http://www.redfin.com/CA/Brea/902-Buttonwood-Dr-92821/home/4142656,CRMLS,DW21090208,N,Y,33.9269517,-117.8823377
MLS Listing,,Single Family Residential,324 Copa De Oro Dr,Brea,CA,92823,2999999,4,3.5,86 - Brea,5803,117612,1990,125,517,,Active,,,http://www.redfin.com/CA/Brea/324-Copa-de-Oro-Dr-92823/home/4142043,CRMLS,PW21080449,N,Y,33.9294853,-117.8097568
