SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2857 Campo Raso,San Clemente,CA,92673,1199000,4,2.0,FR - Forster Ranch,1329,10800,1984,10,902,90,Active,,,http://www.redfin.com/CA/San-Clemente/2857-Campo-Raso-92673/home/4976076,CRMLS,OC21172081,N,Y,33.4646805,-117.6265923
MLS Listing,,Single Family Residential,370 Camino San Clemente,San Clemente,CA,92672,800000,2,2.0,SN - San Clemente North,1204,2032,1964,44,664,350,Active,,,http://www.redfin.com/CA/San-Clemente/370-Camino-San-Clemente-92672/home/5004261,CRMLS,OC21150099,N,Y,33.4409716,-117.6398002
MLS Listing,,Single Family Residential,19 Calle Tamara,San Clemente,CA,92673,3100000,7,6.0,TL - Talega,5293,9786,2015,1,586,224,Active,August-22-2021 12:00 AM,August-22-2021 04:00 PM,http://www.redfin.com/CA/San-Clemente/19-Calle-Tamara-92673/home/7204858,CRMLS,OC21185186,N,Y,33.482496,-117.5893135
MLS Listing,,Single Family Residential,10 Calle Clasico,San Clemente,CA,92673,1043900,4,2.5,FR - Forster Ranch,2248,3070,2000,1,464,223,Active,,,http://www.redfin.com/CA/San-Clemente/10-Calle-Clasico-92673/home/5775744,CRMLS,LG21185381,N,Y,33.4690348,-117.6355313
MLS Listing,,Single Family Residential,23 Via Divertirse,San Clemente,CA,92673,2100000,5,5.5,TL - Talega,4631,9245,2006,1,453,215,Active,,,http://www.redfin.com/CA/San-Clemente/23-Via-Divertirse-92673/home/5932601,CRMLS,OC21185354,N,Y,33.4788759,-117.6047243
MLS Listing,,Single Family Residential,109 Avenida Patero De Oro,San Clemente,CA,92672,1500000,4,3.0,SC - San Clemente Central,2780,9000,1977,2,540,,Active,,,http://www.redfin.com/CA/San-Clemente/109-Avenida-Patero-De-Oro-92672/home/3268901,CRMLS,OC21037574,N,Y,33.4312495,-117.611437
MLS Listing,,Single Family Residential,9 Calle Pacifica,San Clemente,CA,92673,1875000,4,3.5,TL - Talega,3601,10958,2001,3,521,224,Active,August-22-2021 12:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/San-Clemente/9-Calle-Pacifica-92673/home/5820229,CRMLS,OC21183241,N,Y,33.4658787,-117.5866595
MLS Listing,,Single Family Residential,762 Calle Los Olivos,San Clemente,CA,92673,699900,2,2.0,SN - San Clemente North,1012,2880,1972,5,692,288,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/San-Clemente/762-Calle-Los-Olivos-92673/home/4972111,CRMLS,OC21181800,N,Y,33.4622858,-117.6505712
MLS Listing,,Single Family Residential,4703 Aqua Del Caballete,San Clemente,CA,92673,1350000,5,3.0,FR - Forster Ranch,3096,5963,2001,5,436,230,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/San-Clemente/4703-Aqua-Del-Caballete-92673/home/5818848,CRMLS,OC21177047,N,Y,33.4690463,-117.6240709
MLS Listing,,Single Family Residential,185 E Avenida Cordoba,San Clemente,CA,92672,1899000,4,2.25,SC - San Clemente Central,2455,12600,1953,6,774,,Active,,,http://www.redfin.com/CA/San-Clemente/185-E-Avenida-Cordoba-92672/home/4991807,CRMLS,OC21179981,N,Y,33.4210361,-117.6049993
