SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,28116 Palomar Ct,Laguna Niguel,CA,92677,899000,3,2.5,LNLAK - Lake Area,1922,4815,1979,60,468,211,Active,,,http://www.redfin.com/CA/Laguna-Niguel/28116-Palomar-Ct-92677/home/4923522,CRMLS,OC21129531,N,Y,33.5541831,-117.7004296
MLS Listing,,Single Family Residential,25091 Stonegate Ln,Laguna Niguel,CA,92677,1175000,4,2.5,LNSEA - Sea Country,2247,7800,1993,2,523,102,Active,,,http://www.redfin.com/CA/Laguna-Niguel/25091-Stonegate-Ln-92677/home/4884711,CRMLS,OC21106465,N,Y,33.5303951,-117.692456
MLS Listing,,Single Family Residential,23582 Mary Kay Cir,Laguna Niguel,CA,92677,1099900,4,2.5,LNLAK - Lake Area,1997,5000,1990,2,551,155,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Laguna-Niguel/23582-Mary-Kay-Cir-92677/home/4932424,CRMLS,OC21182462,N,Y,33.531582,-117.7180539
MLS Listing,,Single Family Residential,24031 Jacana Cir,Laguna Niguel,CA,92677,1339000,4,3.0,LNLAK - Lake Area,2586,14000,1988,3,518,113,Active,August-22-2021 01:00 AM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Laguna-Niguel/24031-Jacana-Cir-92677/home/4924677,CRMLS,LG21174786,N,Y,33.547212,-117.7110605
MLS Listing,,Single Family Residential,29861 Hiddenwood,Laguna Niguel,CA,92677,1199000,3,2.0,LNSEA - Sea Country,2224,6825,1981,3,539,105,Active,August-22-2021 12:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Laguna-Niguel/29861-Hiddenwood-92677/home/4881212,CRMLS,OC21176032,N,Y,33.5290099,-117.6880795
MLS Listing,,Single Family Residential,27702 Agate Canyon Dr,Laguna Niguel,CA,92677,1050000,3,2.5,LNLAK - Lake Area,1969,4000,1989,3,533,104,Active,August-22-2021 12:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Laguna-Niguel/27702-Agate-Canyon-Dr-92677/home/4875732,CRMLS,OC21180330,N,Y,33.5600837,-117.704737
MLS Listing,,Single Family Residential,24 Camberley,Laguna Niguel,CA,92677,2100000,4,3.0,LNSLT - Salt Creek,3376,7847,1989,5,622,350,Active,August-22-2021 12:00 PM,August-22-2021 12:30 PM,http://www.redfin.com/CA/Laguna-Niguel/24-Camberley-92677/home/4943500,CRMLS,OC21177159,N,Y,33.5040138,-117.7128933
MLS Listing,,Single Family Residential,25591 Cresta Loma,Laguna Niguel,CA,92677,1299900,4,2.5,LNSEA - Sea Country,2226,6000,1985,5,584,86,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Laguna-Niguel/25591-Cresta-Loma-92677/home/4882301,CRMLS,OC21170871,N,Y,33.5437714,-117.6833822
MLS Listing,,Single Family Residential,25071 Monte Verde Dr,Laguna Niguel,CA,92677,1200000,4,2.25,LNSLT - Salt Creek,1586,11656,1965,5,757,,Active,August-22-2021 11:00 AM,August-22-2021 02:00 PM,http://www.redfin.com/CA/Laguna-Niguel/25071-Monte-Verde-Dr-92677/home/4878710,CRMLS,TR21182012,N,Y,33.537402,-117.6923643
MLS Listing,,Single Family Residential,27775 Niguel Village Dr,Laguna Niguel,CA,92677,1050000,4,3.0,LNLAK - Lake Area,1906,5400,1986,5,551,103,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Laguna-Niguel/27775-Niguel-Village-Dr-92677/home/4874831,CRMLS,NP21153669,N,Y,33.5595578,-117.707578
MLS Listing,,Single Family Residential,29851 Weatherwood,Laguna Niguel,CA,92677,1395000,5,3.0,LNSEA - Sea Country,3480,6825,1983,5,401,126,Active,,,http://www.redfin.com/CA/Laguna-Niguel/29851-Weatherwood-92677/home/4881236,CRMLS,OC21160076,N,Y,33.529283,-117.6897064
MLS Listing,,Single Family Residential,28451 Via Teresa,Laguna Niguel,CA,92677,875000,3,2.5,LNLAK - Lake Area,1266,3250,1989,6,691,182,Active,,,http://www.redfin.com/CA/Laguna-Niguel/28451-Via-Teresa-92677/home/4928217,CRMLS,OC21180764,N,Y,33.5496772,-117.6955263
MLS Listing,,Single Family Residential,30052 Happy Sparrow Ln,Laguna Niguel,CA,92677,1328000,3,3.0,LNSMT - Summit,2576,5650,1979,8,516,57,Active,,,http://www.redfin.com/CA/Laguna-Niguel/30052-Happy-Sparrow-Ln-92677/home/4931707,CRMLS,TR21179712,N,Y,33.5269242,-117.7219672
MLS Listing,,Single Family Residential,24781 Queens Ct,Laguna Niguel,CA,92677,1250000,4,3.5,LNLAK - Lake Area,4077,9600,1981,10,307,130,Active,,,http://www.redfin.com/CA/Laguna-Beach/24781-Queens-Ct-92677/home/4925342,CRMLS,OC21173444,N,Y,33.5417527,-117.6973351
MLS Listing,,Single Family Residential,28291 La Bajada,Laguna Niguel,CA,92677,1385000,4,2.5,LNLAK - Lake Area,2217,5250,1989,12,625,198,Active,August-22-2021 03:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/CA/Laguna-Niguel/28291-La-Bajada-92677/home/4929314,CRMLS,OC21176057,N,Y,33.5521585,-117.7021251
MLS Listing,,Single Family Residential,24521 Los Serranos Dr,Laguna Niguel,CA,92677,1649000,4,2.75,LNSEA - Sea Country,2486,7712,1965,13,663,,Active,,,http://www.redfin.com/CA/Laguna-Niguel/24521-Los-Serranos-Dr-92677/home/4914188,CRMLS,OC21174347,N,Y,33.5256766,-117.701621
MLS Listing,,Single Family Residential,23674 Marin Way,Laguna Niguel,CA,92677,2295000,4,3.5,LNLAK - Lake Area,4500,6640,2004,13,510,300,Active,,,http://www.redfin.com/CA/Laguna-Niguel/23674-Marin-Way-92677/home/5774669,CRMLS,OC21126841,N,Y,33.5425461,-117.7165819
MLS Listing,,Single Family Residential,28405 Sheridan Dr,Laguna Niguel,CA,92677,1650000,7,3.75,LNSEA - Sea Country,3211,6500,1981,13,514,206,Active,August-22-2021 01:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Laguna-Niguel/28405-Sheridan-Dr-92677/home/4881568,CRMLS,OC21173034,N,Y,33.5506506,-117.6849862
MLS Listing,,Single Family Residential,24411 Rue De Monet,Laguna Niguel,CA,92677,1349000,4,2.5,LNSEA - Sea Country,2503,6000,1991,14,539,175,Active,,,http://www.redfin.com/CA/Laguna-Niguel/24411-Rue-De-Monet-92677/home/4921563,CRMLS,OC21173642,N,Y,33.5307204,-117.7036372
MLS Listing,,Single Family Residential,24246 Briones Dr,Laguna Niguel,CA,92677,890000,3,2.5,LNLAK - Lake Area,2040,3500,1991,16,436,243,Active,,,http://www.redfin.com/CA/Laguna-Niguel/24246-Briones-Dr-92677/home/4875402,CRMLS,LG21173140,N,Y,33.5560242,-117.7066272
