SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5770 E River Vly,Anaheim Hills,CA,92807,1349999,5,2.5,77 - Anaheim Hills,3021,13422,1980,16,447,275,Active,,,http://www.redfin.com/CA/Anaheim/5770-E-River-Valley-Trl-92807/home/4332178,CRMLS,OC21172763,N,Y,33.8405535,-117.7899027
MLS Listing,,Single Family Residential,6692 Mount Lowe Dr,Buena Park,CA,90620,728000,4,1.5,82 - Buena Park,1527,6000,1959,38,477,,Active,,,http://www.redfin.com/CA/Buena-Park/6692-Mt-Lowe-Dr-90620/home/3662782,CRMLS,OC21142567,N,Y,33.8209737,-118.0161157
MLS Listing,,Single Family Residential,1221 N Lynwood Dr,Anaheim Hills,CA,92807,958900,3,2.5,77 - Anaheim Hills,1846,5500,1980,1,519,,Active,,,http://www.redfin.com/CA/Anaheim/1221-N-Lynwood-Dr-92807/home/4269653,CRMLS,LG21185634,N,Y,33.8731909,-117.7604496
MLS Listing,,Single Family Residential,1645 S Euclid St,Anaheim,CA,92802,900000,3,1.5,79 - Anaheim West of Harbor,1129,8917,1955,1,797,,Active,,,http://www.redfin.com/CA/Anaheim/1645-S-Euclid-St-92804/home/3610070,CRMLS,OC21185418,N,Y,33.8064117,-117.9417192
MLS Listing,,Single Family Residential,11192 Lindaloa Ln,Garden Grove,CA,92840,799000,3,2.5,"64 - Garden Grove E of Euclid, W of Harbor",1675,7203,1955,1,477,,Active,,,http://www.redfin.com/CA/Garden-Grove/11192-Lindaloa-Ln-92840/home/3405027,CRMLS,PW21185194,N,Y,33.8003895,-117.9382411
MLS Listing,,Single Family Residential,4154 E Bainbridge Ave,Anaheim Hills,CA,92807,893900,4,2.0,77 - Anaheim Hills,1705,5200,1971,2,524,,Active,,,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,CRMLS,LG21185035,N,Y,33.8476174,-117.8283724
MLS Listing,,Single Family Residential,2658 N River Trail Rd,Orange,CA,92865,775000,3,2.5,RVB - Riverbend,1987,3450,1984,2,390,135,Active,August-27-2021 03:00 AM,August-27-2021 06:00 PM,http://www.redfin.com/CA/Orange/2658-N-River-Trail-Rd-92865/home/4357068,CRMLS,PW21182109,N,Y,33.8328879,-117.862989
MLS Listing,,Single Family Residential,120 S Carousel St,Anaheim,CA,92806,850000,4,3.0,78 - Anaheim East of Harbor,2363,5580,1970,2,360,,Active,August-22-2021 12:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Anaheim/120-S-Carousel-St-92806/home/4049627,CRMLS,PW21183619,N,Y,33.8404645,-117.8736784
MLS Listing,,Single Family Residential,4731 E Maychelle Dr,Anaheim Hills,CA,92807,775000,3,2.0,77 - Anaheim Hills,1285,7215,1973,2,603,,Active,August-22-2021 12:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,CRMLS,PW21182962,N,Y,33.8553927,-117.8134892
MLS Listing,,Single Family Residential,8685 Carnation Dr,Buena Park,CA,90620,785000,3,1.75,82 - Buena Park,1552,6300,1958,2,506,,Active,,,http://www.redfin.com/CA/Buena-Park/8685-Carnation-Dr-90620/home/3306341,CRMLS,PW21174960,N,Y,33.8520997,-117.9818495
MLS Listing,,Single Family Residential,4728 E Fairfield St,Anaheim Hills,CA,92807,875000,3,2.75,77 - Anaheim Hills,2178,2614,1981,2,402,395,Active,August-22-2021 12:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Anaheim/4728-E-Fairfield-St-92807/home/4324573,CRMLS,PW21168002,N,Y,33.83897,-117.811005
MLS Listing,,Single Family Residential,6715 Via Riviera Way,Buena Park,CA,90620,744000,3,2.0,82 - Buena Park,1618,6600,1957,3,460,,Active,August-22-2021 12:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/CA/Buena-Park/6715-Via-Riviera-Way-90620/home/3660205,CRMLS,OC21179720,N,Y,33.8270099,-118.0157497
MLS Listing,,Single Family Residential,8602 E Sunnywalk Ln,Anaheim Hills,CA,92808,1149000,4,2.5,77 - Anaheim Hills,2534,7916,1998,3,453,100,Active,,,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,CRMLS,OC21179576,N,Y,33.861143,-117.7279801
