,Listing URL,School Name,School Rating,School Type,School Grades
0,http://www.redfin.com/CA/Aliso-Viejo/11-Hazelbranch-92656/home/4857179,Don Juan Avila Elementary,8.0,Public,K to 5
1,http://www.redfin.com/CA/Aliso-Viejo/11-Hazelbranch-92656/home/4857179,Don Juan Avila Middle,8.0,Public,6 to 8
2,http://www.redfin.com/CA/Aliso-Viejo/11-Hazelbranch-92656/home/4857179,Aliso Niguel High,9.0,Public,9 to 12
3,http://www.redfin.com/CA/Laguna-Beach/11-Sanderling-Ln-92656/home/4852010,El Morro Elementary,9.0,Public,K to 5
4,http://www.redfin.com/CA/Laguna-Beach/11-Sanderling-Ln-92656/home/4852010,Thurston Middle,9.0,Public,6 to 8
5,http://www.redfin.com/CA/Laguna-Beach/11-Sanderling-Ln-92656/home/4852010,Laguna Beach High,9.0,Public,9 to 12
6,http://www.redfin.com/CA/Aliso-Viejo/5-Skygate-92656/home/4856114,Don Juan Avila Elementary,8.0,Public,K to 5
7,http://www.redfin.com/CA/Aliso-Viejo/5-Skygate-92656/home/4856114,Don Juan Avila Middle,8.0,Public,6 to 8
8,http://www.redfin.com/CA/Aliso-Viejo/5-Skygate-92656/home/4856114,Aliso Niguel High,9.0,Public,9 to 12
9,http://www.redfin.com/CA/Aliso-Viejo/15-Starling-Ln-92656/home/4851562,Top of the World Elementary,9.0,Public,K to 5
10,http://www.redfin.com/CA/Aliso-Viejo/15-Starling-Ln-92656/home/4851562,Thurston Middle,9.0,Public,6 to 8
11,http://www.redfin.com/CA/Aliso-Viejo/15-Starling-Ln-92656/home/4851562,Laguna Beach High,9.0,Public,9 to 12
12,http://www.redfin.com/CA/Aliso-Viejo/78-Summerland-Cir-92656/home/17472883,Oak Grove Elementary,7.0,Public,K to 5
13,http://www.redfin.com/CA/Aliso-Viejo/78-Summerland-Cir-92656/home/17472883,Aliso Viejo Middle,7.0,Public,6 to 8
14,http://www.redfin.com/CA/Aliso-Viejo/78-Summerland-Cir-92656/home/17472883,Aliso Niguel High,9.0,Public,9 to 12
15,http://www.redfin.com/CA/Aliso-Viejo/42-Dawn-Ln-92656/home/4869998,Canyon Vista Elementary,8.0,Public,K to 5
16,http://www.redfin.com/CA/Aliso-Viejo/42-Dawn-Ln-92656/home/4869998,Don Juan Avila Middle,8.0,Public,6 to 8
17,http://www.redfin.com/CA/Aliso-Viejo/42-Dawn-Ln-92656/home/4869998,Aliso Niguel High,9.0,Public,9 to 12
18,http://www.redfin.com/CA/Aliso-Viejo/26-Dawn-Ln-92656/home/4869982,Canyon Vista Elementary,8.0,Public,K to 5
19,http://www.redfin.com/CA/Aliso-Viejo/26-Dawn-Ln-92656/home/4869982,Don Juan Avila Middle,8.0,Public,6 to 8
20,http://www.redfin.com/CA/Aliso-Viejo/26-Dawn-Ln-92656/home/4869982,Aliso Niguel High,9.0,Public,9 to 12
21,http://www.redfin.com/CA/Aliso-Viejo/11-Emerald-Ter-92656/home/17472131,Oak Grove Elementary,7.0,Public,K to 5
22,http://www.redfin.com/CA/Aliso-Viejo/11-Emerald-Ter-92656/home/17472131,Aliso Viejo Middle,7.0,Public,6 to 8
23,http://www.redfin.com/CA/Aliso-Viejo/11-Emerald-Ter-92656/home/17472131,Aliso Niguel High,9.0,Public,9 to 12
24,http://www.redfin.com/CA/Aliso-Viejo/19-Plateau-92656/home/4866888,Don Juan Avila Elementary,8.0,Public,K to 5
25,http://www.redfin.com/CA/Aliso-Viejo/19-Plateau-92656/home/4866888,Don Juan Avila Middle,8.0,Public,6 to 8
26,http://www.redfin.com/CA/Aliso-Viejo/19-Plateau-92656/home/4866888,Aliso Niguel High,9.0,Public,9 to 12
27,http://www.redfin.com/CA/Laguna-Hills/18-Deer-Creek-Ln-92653/home/4861518,San Joaquin Elementary,4.0,Public,K to 6
28,http://www.redfin.com/CA/Laguna-Hills/18-Deer-Creek-Ln-92653/home/4861518,Ralph A. Gates Elementary,5.0,Charter,K to 6
29,http://www.redfin.com/CA/Laguna-Hills/18-Deer-Creek-Ln-92653/home/4861518,Los Alisos Intermediate,5.0,Public,7 to 8
30,http://www.redfin.com/CA/Laguna-Hills/18-Deer-Creek-Ln-92653/home/4861518,Laguna Hills High,7.0,Public,9 to 12
31,http://www.redfin.com/CA/Aliso-Viejo/55-Shorecliff-92656/home/4857380,Don Juan Avila Elementary,8.0,Public,K to 5
32,http://www.redfin.com/CA/Aliso-Viejo/55-Shorecliff-92656/home/4857380,Don Juan Avila Middle,8.0,Public,6 to 8
33,http://www.redfin.com/CA/Aliso-Viejo/55-Shorecliff-92656/home/4857380,Aliso Niguel High,9.0,Public,9 to 12
34,http://www.redfin.com/CA/Aliso-Viejo/21-Pierremont-92656/home/4867020,Don Juan Avila Elementary,8.0,Public,K to 5
35,http://www.redfin.com/CA/Aliso-Viejo/21-Pierremont-92656/home/4867020,Don Juan Avila Middle,8.0,Public,6 to 8
36,http://www.redfin.com/CA/Aliso-Viejo/21-Pierremont-92656/home/4867020,Aliso Niguel High,9.0,Public,9 to 12
37,http://www.redfin.com/CA/Aliso-Viejo/12-Roundtree-Ct-92656/home/5773870,Canyon Vista Elementary,8.0,Public,K to 5
38,http://www.redfin.com/CA/Aliso-Viejo/12-Roundtree-Ct-92656/home/5773870,Don Juan Avila Middle,8.0,Public,6 to 8
39,http://www.redfin.com/CA/Aliso-Viejo/12-Roundtree-Ct-92656/home/5773870,Aliso Niguel High,9.0,Public,9 to 12
40,http://www.redfin.com/CA/Aliso-Viejo/32-Groveside-Dr-92656/home/4869619,Canyon Vista Elementary,8.0,Public,K to 5
41,http://www.redfin.com/CA/Aliso-Viejo/32-Groveside-Dr-92656/home/4869619,Don Juan Avila Middle,8.0,Public,6 to 8
42,http://www.redfin.com/CA/Aliso-Viejo/32-Groveside-Dr-92656/home/4869619,Aliso Niguel High,9.0,Public,9 to 12
43,http://www.redfin.com/CA/Anaheim/5770-E-River-Valley-Trl-92807/home/4332178,Imperial Elementary,6.0,Public,K to 6
44,http://www.redfin.com/CA/Anaheim/5770-E-River-Valley-Trl-92807/home/4332178,El Rancho Charter,9.0,Charter,7 to 8
45,http://www.redfin.com/CA/Anaheim/5770-E-River-Valley-Trl-92807/home/4332178,Canyon Hills School,issue,Public,K to 12
46,http://www.redfin.com/CA/Anaheim/5770-E-River-Valley-Trl-92807/home/4332178,Canyon High,9.0,Public,9 to 12
47,http://www.redfin.com/CA/Buena-Park/6692-Mt-Lowe-Dr-90620/home/3662782,Holder Elementary,6.0,Public,K to 6
48,http://www.redfin.com/CA/Buena-Park/6692-Mt-Lowe-Dr-90620/home/3662782,Orangeview Junior High,3.0,Public,7 to 8
49,http://www.redfin.com/CA/Buena-Park/6692-Mt-Lowe-Dr-90620/home/3662782,Western High,5.0,Public,9 to 12
50,http://www.redfin.com/CA/Anaheim/1221-N-Lynwood-Dr-92807/home/4269653,Woodsboro Elementary,8.0,Public,K to 6
51,http://www.redfin.com/CA/Anaheim/1221-N-Lynwood-Dr-92807/home/4269653,Bernardo Yorba Middle,8.0,Public,7 to 8
52,http://www.redfin.com/CA/Anaheim/1221-N-Lynwood-Dr-92807/home/4269653,Esperanza High,8.0,Public,9 to 12
53,http://www.redfin.com/CA/Anaheim/1645-S-Euclid-St-92804/home/3610070,Madison (james) Elementary,4.0,Public,K to 6
54,http://www.redfin.com/CA/Anaheim/1645-S-Euclid-St-92804/home/3610070,Ball Junior High,1.0,Public,7 to 8
55,http://www.redfin.com/CA/Anaheim/1645-S-Euclid-St-92804/home/3610070,Loara High,4.0,Public,9 to 12
56,http://www.redfin.com/CA/Garden-Grove/11192-Lindaloa-Ln-92840/home/3405027,Stoddard (alexander J.) Elementary,5.0,Public,K to 6
57,http://www.redfin.com/CA/Garden-Grove/11192-Lindaloa-Ln-92840/home/3405027,Ball Junior High,1.0,Public,7 to 8
58,http://www.redfin.com/CA/Garden-Grove/11192-Lindaloa-Ln-92840/home/3405027,Loara High,4.0,Public,9 to 12
59,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,Olive Elementary,4.0,Public,K to 6
60,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,Trinity Lutheran Christian,issue,Private,Preschool to 8
61,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,Berean Christian Academy,issue,Private,1 to 12
62,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,Integrity Christian School,issue,Private,1 to 12
63,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,El Rancho Charter,9.0,Charter,7 to 8
64,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,Futures Academy - Anaheim Hills,issue,Private,6 to 12
65,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,Orange Hills,issue,Private,Preschool to 10
66,http://www.redfin.com/CA/Anaheim/4154-E-Bainbridge-Ave-92807/home/4313491,Canyon High,9.0,Public,9 to 12
67,http://www.redfin.com/CA/Orange/2658-N-River-Trail-Rd-92865/home/4357068,Fletcher Elementary,5.0,Public,K to 6
68,http://www.redfin.com/CA/Orange/2658-N-River-Trail-Rd-92865/home/4357068,Cerro Villa Middle,5.0,Public,7 to 8
69,http://www.redfin.com/CA/Orange/2658-N-River-Trail-Rd-92865/home/4357068,Villa Park High,7.0,Public,9 to 12
70,http://www.redfin.com/CA/Anaheim/120-S-Carousel-St-92806/home/4049627,Sunkist Elementary,3.0,Public,K to 6
71,http://www.redfin.com/CA/Anaheim/120-S-Carousel-St-92806/home/4049627,Sycamore Junior High,1.0,Public,7 to 8
72,http://www.redfin.com/CA/Anaheim/120-S-Carousel-St-92806/home/4049627,Katella High,5.0,Public,9 to 12
73,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,Olive Elementary,4.0,Public,K to 6
74,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,Fairmont Private Schools - Anaheim Hills Campus,issue,Private,Preschool to 8
75,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,Independence Christian School,issue,Private,K to 8
76,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,El Rancho Charter,9.0,Charter,7 to 8
77,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,Integrity Christian School,issue,Private,1 to 12
78,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,Berean Christian Academy,issue,Private,1 to 12
79,http://www.redfin.com/CA/Anaheim/4731-E-Maychelle-Dr-92807/home/4314854,Canyon High,9.0,Public,9 to 12
80,http://www.redfin.com/CA/Buena-Park/8685-Carnation-Dr-90620/home/3306341,Gauer (melbourne A.) Elementary,4.0,Public,K to 6
81,http://www.redfin.com/CA/Buena-Park/8685-Carnation-Dr-90620/home/3306341,Brookhurst Junior High,2.0,Public,7 to 8
82,http://www.redfin.com/CA/Buena-Park/8685-Carnation-Dr-90620/home/3306341,Savanna High,4.0,Public,9 to 12
83,http://www.redfin.com/CA/Anaheim/4728-E-Fairfield-St-92807/home/4324573,Nohl Canyon Elementary,8.0,Public,K to 6
84,http://www.redfin.com/CA/Anaheim/4728-E-Fairfield-St-92807/home/4324573,Cerro Villa Middle,5.0,Public,7 to 8
85,http://www.redfin.com/CA/Anaheim/4728-E-Fairfield-St-92807/home/4324573,Villa Park High,7.0,Public,9 to 12
86,http://www.redfin.com/CA/Buena-Park/6715-Via-Riviera-Way-90620/home/3660205,San Marino Elementary,7.0,Public,K to 6
87,http://www.redfin.com/CA/Buena-Park/6715-Via-Riviera-Way-90620/home/3660205,Orangeview Junior High,3.0,Public,7 to 8
88,http://www.redfin.com/CA/Buena-Park/6715-Via-Riviera-Way-90620/home/3660205,Western High,5.0,Public,9 to 12
89,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,Running Springs Elementary,8.0,Public,K to 6
90,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,Grace Oc Academy,issue,Private,K to 12
91,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,St. Francis of Assisi,issue,Private,K to 8
92,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,Kindred Christian Academy,issue,Private,1 to 12
93,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,Coram Deo Academy,issue,Private,1 to 12
94,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,Port View Preparatory,issue,Private,K to 12
95,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,El Rancho Charter,9.0,Charter,7 to 8
96,http://www.redfin.com/CA/Anaheim/8602-E-Sunnywalk-Ln-92808/home/4773317,Canyon High,9.0,Public,9 to 12
97,http://www.redfin.com/CA/Anaheim/1531-W-Cerritos-Ave-92802/home/3612485,Prince of Peace Lutheran,issue,Private,K to 8
98,http://www.redfin.com/CA/Anaheim/1531-W-Cerritos-Ave-92802/home/3612485,Palm Lane Elementary Charter,4.0,Charter,K to 6
99,http://www.redfin.com/CA/Anaheim/1531-W-Cerritos-Ave-92802/home/3612485,Stoddard (alexander J.) Elementary,5.0,Public,K to 6
100,http://www.redfin.com/CA/Anaheim/1531-W-Cerritos-Ave-92802/home/3612485,Leading Edge Christian Preschool,issue,Private,K
101,http://www.redfin.com/CA/Anaheim/1531-W-Cerritos-Ave-92802/home/3612485,Ball Junior High,1.0,Public,7 to 8
102,http://www.redfin.com/CA/Anaheim/1531-W-Cerritos-Ave-92802/home/3612485,Loara High,4.0,Public,9 to 12
103,http://www.redfin.com/CA/Anaheim/1232-E-Sycamore-St-92805/home/3204479,Lincoln (abraham) Elementary,2.0,Public,K to 6
104,http://www.redfin.com/CA/Anaheim/1232-E-Sycamore-St-92805/home/3204479,Sycamore Junior High,1.0,Public,7 to 8
105,http://www.redfin.com/CA/Anaheim/1232-E-Sycamore-St-92805/home/3204479,Anaheim High,4.0,Public,9 to 12
106,http://www.redfin.com/CA/Orange/2476-N-Avalon-Ave-92867/home/5854618,Anaheim Hills Elementary,9.0,Public,K to 6
107,http://www.redfin.com/CA/Orange/2476-N-Avalon-Ave-92867/home/5854618,El Rancho Charter,9.0,Charter,7 to 8
108,http://www.redfin.com/CA/Orange/2476-N-Avalon-Ave-92867/home/5854618,Salem Lutheran,issue,Private,K to 8
109,http://www.redfin.com/CA/Orange/2476-N-Avalon-Ave-92867/home/5854618,Canyon Hills School,issue,Public,K to 12
110,http://www.redfin.com/CA/Orange/2476-N-Avalon-Ave-92867/home/5854618,Canyon High,9.0,Public,9 to 12
111,http://www.redfin.com/CA/Yorba-Linda/6652-Vista-Loma-92886/home/17477109,Glenknoll Elementary,8.0,Public,K to 6
112,http://www.redfin.com/CA/Yorba-Linda/6652-Vista-Loma-92886/home/17477109,Bernardo Yorba Middle,8.0,Public,7 to 8
113,http://www.redfin.com/CA/Yorba-Linda/6652-Vista-Loma-92886/home/17477109,Esperanza High,8.0,Public,9 to 12
114,http://www.redfin.com/CA/Orange/2568-Skytop-Ct-92867/home/5853686,Anaheim Hills Elementary,9.0,Public,K to 6
115,http://www.redfin.com/CA/Orange/2568-Skytop-Ct-92867/home/5853686,Canyon Hills School,issue,Public,K to 12
116,http://www.redfin.com/CA/Orange/2568-Skytop-Ct-92867/home/5853686,El Rancho Charter,9.0,Charter,7 to 8
117,http://www.redfin.com/CA/Orange/2568-Skytop-Ct-92867/home/5853686,Canyon High,9.0,Public,9 to 12
118,http://www.redfin.com/CA/Anaheim/2702-E-Sycamore-St-92806/home/4051706,Sunkist Elementary,3.0,Public,K to 6
119,http://www.redfin.com/CA/Anaheim/2702-E-Sycamore-St-92806/home/4051706,Sycamore Junior High,1.0,Public,7 to 8
120,http://www.redfin.com/CA/Anaheim/2702-E-Sycamore-St-92806/home/4051706,Katella High,5.0,Public,9 to 12
121,http://www.redfin.com/CA/Anaheim/214-N-Ventura-St-92801/home/3323679,Juliette Low School of the Arts,7.0,Public,K to 6
122,http://www.redfin.com/CA/Anaheim/214-N-Ventura-St-92801/home/3323679,Brookhurst Junior High,2.0,Public,7 to 8
123,http://www.redfin.com/CA/Anaheim/214-N-Ventura-St-92801/home/3323679,Savanna High,4.0,Public,9 to 12
124,http://www.redfin.com/CA/Anaheim/865-S-Annika-St-92806/home/4004921,Juarez (benito) Elementary,4.0,Public,K to 6
125,http://www.redfin.com/CA/Anaheim/865-S-Annika-St-92806/home/4004921,South Junior High,2.0,Public,7 to 8
126,http://www.redfin.com/CA/Anaheim/865-S-Annika-St-92806/home/4004921,Katella High,5.0,Public,9 to 12
127,http://www.redfin.com/CA/Anaheim/5651-E-Plaza-De-Santos-92807/home/4328365,Crescent Elementary,8.0,Public,K to 6
128,http://www.redfin.com/CA/Anaheim/5651-E-Plaza-De-Santos-92807/home/4328365,El Rancho Charter,9.0,Charter,7 to 8
129,http://www.redfin.com/CA/Anaheim/5651-E-Plaza-De-Santos-92807/home/4328365,Canyon Hills School,issue,Public,K to 12
130,http://www.redfin.com/CA/Anaheim/5651-E-Plaza-De-Santos-92807/home/4328365,Canyon High,9.0,Public,9 to 12
131,http://www.redfin.com/CA/Anaheim/7350-E-Nightingale-Cir-92808/home/4303776,Canyon Rim Elementary,8.0,Public,K to 6
132,http://www.redfin.com/CA/Anaheim/7350-E-Nightingale-Cir-92808/home/4303776,Hephatha Lutheran School,issue,Private,Preschool to 8
133,http://www.redfin.com/CA/Anaheim/7350-E-Nightingale-Cir-92808/home/4303776,Kindred Christian Academy,issue,Private,1 to 12
134,http://www.redfin.com/CA/Anaheim/7350-E-Nightingale-Cir-92808/home/4303776,El Rancho Charter,9.0,Charter,7 to 8
135,http://www.redfin.com/CA/Anaheim/7350-E-Nightingale-Cir-92808/home/4303776,Grace Oc Academy,issue,Private,K to 12
136,http://www.redfin.com/CA/Anaheim/7350-E-Nightingale-Cir-92808/home/4303776,Veritas Classical Academy,issue,Private,K to 12
137,http://www.redfin.com/CA/Anaheim/7350-E-Nightingale-Cir-92808/home/4303776,Canyon High,9.0,Public,9 to 12
138,http://www.redfin.com/CA/Anaheim/1851-W-Random-Dr-92804/home/3603915,Barton (clara) Elementary,5.0,Public,K to 6
139,http://www.redfin.com/CA/Anaheim/1851-W-Random-Dr-92804/home/3603915,Ball Junior High,1.0,Public,7 to 8
140,http://www.redfin.com/CA/Anaheim/1851-W-Random-Dr-92804/home/3603915,Loara High,4.0,Public,9 to 12
141,http://www.redfin.com/CA/Anaheim/1301-Laster-Ave-92802/home/3616598,Stoddard (alexander J.) Elementary,5.0,Public,K to 6
142,http://www.redfin.com/CA/Anaheim/1301-Laster-Ave-92802/home/3616598,Ball Junior High,1.0,Public,7 to 8
143,http://www.redfin.com/CA/Anaheim/1301-Laster-Ave-92802/home/3616598,Loara High,4.0,Public,9 to 12
144,http://www.redfin.com/CA/Anaheim/202-N-Plantation-Pl-92806/home/4051388,Sunkist Elementary,3.0,Public,K to 6
145,http://www.redfin.com/CA/Anaheim/202-N-Plantation-Pl-92806/home/4051388,Sycamore Junior High,1.0,Public,7 to 8
146,http://www.redfin.com/CA/Anaheim/202-N-Plantation-Pl-92806/home/4051388,Katella High,5.0,Public,9 to 12
147,http://www.redfin.com/CA/Anaheim/1135-N-Louise-Dr-92805/home/3340426,Edison (thomas) Elementary,3.0,Public,K to 6
148,http://www.redfin.com/CA/Anaheim/1135-N-Louise-Dr-92805/home/3340426,Sycamore Junior High,1.0,Public,7 to 8
149,http://www.redfin.com/CA/Anaheim/1135-N-Louise-Dr-92805/home/3340426,Anaheim High,4.0,Public,9 to 12
150,http://www.redfin.com/CA/Anaheim/3130-W-Tyler-Ave-92801/home/3676432,Centralia Elementary,5.0,Public,K to 6
151,http://www.redfin.com/CA/Anaheim/3130-W-Tyler-Ave-92801/home/3676432,Orangeview Junior High,3.0,Public,7 to 8
152,http://www.redfin.com/CA/Anaheim/3130-W-Tyler-Ave-92801/home/3676432,Western High,5.0,Public,9 to 12
153,http://www.redfin.com/CA/Anaheim/2280-W-Polk-Ave-92801/home/3323718,Juliette Low School of the Arts,7.0,Public,K to 6
154,http://www.redfin.com/CA/Anaheim/2280-W-Polk-Ave-92801/home/3323718,Brookhurst Junior High,2.0,Public,7 to 8
155,http://www.redfin.com/CA/Anaheim/2280-W-Polk-Ave-92801/home/3323718,Savanna High,4.0,Public,9 to 12
156,http://www.redfin.com/CA/Anaheim/874-N-Redondo-Dr-W-92801/home/3193188,Price (adelaide) Elementary,5.0,Public,K to 6
157,http://www.redfin.com/CA/Anaheim/874-N-Redondo-Dr-W-92801/home/3193188,Sycamore Junior High,1.0,Public,7 to 8
158,http://www.redfin.com/CA/Anaheim/874-N-Redondo-Dr-W-92801/home/3193188,Anaheim High,4.0,Public,9 to 12
159,http://www.redfin.com/CA/Anaheim/398-S-Silverbrook-Dr-92807/home/4330032,Crescent Elementary,8.0,Public,K to 6
160,http://www.redfin.com/CA/Anaheim/398-S-Silverbrook-Dr-92807/home/4330032,Canyon Hills School,issue,Public,K to 12
161,http://www.redfin.com/CA/Anaheim/398-S-Silverbrook-Dr-92807/home/4330032,El Rancho Charter,9.0,Charter,7 to 8
162,http://www.redfin.com/CA/Anaheim/398-S-Silverbrook-Dr-92807/home/4330032,Canyon High,9.0,Public,9 to 12
163,http://www.redfin.com/CA/Anaheim/1023-S-Summer-Breeze-Ln-92808/home/4296173,Running Springs Elementary,8.0,Public,K to 6
164,http://www.redfin.com/CA/Anaheim/1023-S-Summer-Breeze-Ln-92808/home/4296173,El Rancho Charter,9.0,Charter,7 to 8
165,http://www.redfin.com/CA/Anaheim/1023-S-Summer-Breeze-Ln-92808/home/4296173,Kindred Christian Academy,issue,Private,1 to 12
166,http://www.redfin.com/CA/Anaheim/1023-S-Summer-Breeze-Ln-92808/home/4296173,Coram Deo Academy,issue,Private,1 to 12
167,http://www.redfin.com/CA/Anaheim/1023-S-Summer-Breeze-Ln-92808/home/4296173,Grace Oc Academy,issue,Private,K to 12
168,http://www.redfin.com/CA/Anaheim/1023-S-Summer-Breeze-Ln-92808/home/4296173,Port View Preparatory,issue,Private,K to 12
169,http://www.redfin.com/CA/Anaheim/1023-S-Summer-Breeze-Ln-92808/home/4296173,Canyon High,9.0,Public,9 to 12
170,http://www.redfin.com/CA/Anaheim/120-N-Wade-Cir-92807/home/4308524,Crescent Elementary,8.0,Public,K to 6
171,http://www.redfin.com/CA/Anaheim/120-N-Wade-Cir-92807/home/4308524,Canyon Hills School,issue,Public,K to 12
172,http://www.redfin.com/CA/Anaheim/120-N-Wade-Cir-92807/home/4308524,Vineyard Christian School,issue,Private,K to 12
173,http://www.redfin.com/CA/Anaheim/120-N-Wade-Cir-92807/home/4308524,El Rancho Charter,9.0,Charter,7 to 8
174,http://www.redfin.com/CA/Anaheim/120-N-Wade-Cir-92807/home/4308524,Canyon High,9.0,Public,9 to 12
175,http://www.redfin.com/CA/Anaheim/959-S-Firefly-Dr-92808/home/4297255,Canyon Rim Elementary,8.0,Public,K to 6
176,http://www.redfin.com/CA/Anaheim/959-S-Firefly-Dr-92808/home/4297255,Grace Oc Academy,issue,Private,K to 12
177,http://www.redfin.com/CA/Anaheim/959-S-Firefly-Dr-92808/home/4297255,St. Francis of Assisi,issue,Private,K to 8
178,http://www.redfin.com/CA/Anaheim/959-S-Firefly-Dr-92808/home/4297255,Kindred Christian Academy,issue,Private,1 to 12
179,http://www.redfin.com/CA/Anaheim/959-S-Firefly-Dr-92808/home/4297255,El Rancho Charter,9.0,Charter,7 to 8
180,http://www.redfin.com/CA/Anaheim/959-S-Firefly-Dr-92808/home/4297255,Coram Deo Academy,issue,Private,1 to 12
181,http://www.redfin.com/CA/Anaheim/959-S-Firefly-Dr-92808/home/4297255,Canyon High,9.0,Public,9 to 12
182,http://www.redfin.com/CA/Anaheim/259-N-Dalton-Dr-92807/home/167270207,Olive Elementary,4.0,Public,K to 6
183,http://www.redfin.com/CA/Anaheim/259-N-Dalton-Dr-92807/home/167270207,Trinity Lutheran Christian,issue,Private,Preschool to 8
184,http://www.redfin.com/CA/Anaheim/259-N-Dalton-Dr-92807/home/167270207,Independence Christian School,issue,Private,K to 8
185,http://www.redfin.com/CA/Anaheim/259-N-Dalton-Dr-92807/home/167270207,Integrity Christian School,issue,Private,1 to 12
186,http://www.redfin.com/CA/Anaheim/259-N-Dalton-Dr-92807/home/167270207,El Rancho Charter,9.0,Charter,7 to 8
187,http://www.redfin.com/CA/Anaheim/259-N-Dalton-Dr-92807/home/167270207,Berean Christian Academy,issue,Private,1 to 12
188,http://www.redfin.com/CA/Anaheim/259-N-Dalton-Dr-92807/home/167270207,Canyon High,9.0,Public,9 to 12
189,http://www.redfin.com/CA/Anaheim/10582-Larry-Dr-92804/home/3595984,Jonas E. Salk,6.0,Public,K to 6
190,http://www.redfin.com/CA/Anaheim/10582-Larry-Dr-92804/home/3595984,Dale Junior High,2.0,Public,7 to 8
191,http://www.redfin.com/CA/Anaheim/10582-Larry-Dr-92804/home/3595984,Magnolia High,4.0,Public,9 to 12
192,http://www.redfin.com/CA/Anaheim/2004-S-Waverly-Dr-92802/home/3408975,Stoddard (alexander J.) Elementary,5.0,Public,K to 6
193,http://www.redfin.com/CA/Anaheim/2004-S-Waverly-Dr-92802/home/3408975,Ball Junior High,1.0,Public,7 to 8
194,http://www.redfin.com/CA/Anaheim/2004-S-Waverly-Dr-92802/home/3408975,Loara High,4.0,Public,9 to 12
195,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,Running Springs Elementary,8.0,Public,K to 6
196,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,El Rancho Charter,9.0,Charter,7 to 8
197,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,Kindred Christian Academy,issue,Private,1 to 12
198,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,Port View Preparatory,issue,Private,K to 12
199,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,Coram Deo Academy,issue,Private,1 to 12
200,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,Grace Oc Academy,issue,Private,K to 12
201,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,St. Francis of Assisi,issue,Private,K to 8
202,http://www.redfin.com/CA/Anaheim/8322-E-Quiet-Canyon-Ct-92808/home/4296584,Canyon High,9.0,Public,9 to 12
203,http://www.redfin.com/CA/Anaheim/176-S-Trish-Ct-92808/home/4302385,Crescent Elementary,8.0,Public,K to 6
204,http://www.redfin.com/CA/Anaheim/176-S-Trish-Ct-92808/home/4302385,Hephatha Lutheran School,issue,Private,Preschool to 8
205,http://www.redfin.com/CA/Anaheim/176-S-Trish-Ct-92808/home/4302385,St. Francis of Assisi,issue,Private,K to 8
206,http://www.redfin.com/CA/Anaheim/176-S-Trish-Ct-92808/home/4302385,Grace Oc Academy,issue,Private,K to 12
207,http://www.redfin.com/CA/Anaheim/176-S-Trish-Ct-92808/home/4302385,Veritas Classical Academy,issue,Private,K to 12
208,http://www.redfin.com/CA/Anaheim/176-S-Trish-Ct-92808/home/4302385,El Rancho Charter,9.0,Charter,7 to 8
209,http://www.redfin.com/CA/Anaheim/176-S-Trish-Ct-92808/home/4302385,Canyon High,9.0,Public,9 to 12
