,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating,Crime per Capita (1000s)
717,998 Emerald Bay,Laguna Beach,CA,92651,6999000,5,4.5,3545.0,5198.0,1977.0,150.0,1974.0,http://www.redfin.com/CA/Laguna-Beach/998-Emerald-Bay-92651/home/3258480,21-710630,33.556365,-117.81071200000001,9.0,9.074331365057311
718,2800 Ocean Front,Laguna Beach,CA,92651,16995000,8,8.0,6000.0,9583.0,1963.0,151.0,2833.0,http://www.redfin.com/CA/Laguna-Beach/2800-Ocean-92651/home/173436128,LG21061349,33.532933,-117.7771328,No Schools,9.074331365057311
719,1201 Starlit Dr,Laguna Beach,CA,92651,1750000,3,2.0,1554.0,9600.0,1967.0,151.0,1126.0,http://www.redfin.com/CA/Laguna-Beach/1201-Starlit-Dr-92651/home/4895839,LG21061358,33.5381147,-117.76012890000001,9.0,9.074331365057311
720,549 Mystic Way,Laguna Beach,CA,92651,2505000,3,3.0,1831.0,10764.0,2003.0,160.0,1368.0,http://www.redfin.com/CA/Laguna-Beach/549-Mystic-Way-92651/home/4888473,LG21050552,33.5444674,-117.7770318,9.0,9.074331365057311
721,845 Summit Dr,Laguna Beach,CA,92651,3333333,4,3.5,3200.0,4600.0,1983.0,174.0,1042.0,http://www.redfin.com/CA/Laguna-Beach/845-Summit-Dr-92651/home/4895386,OC21041927,33.533099699999994,-117.7651679,9.0,9.074331365057311
722,323 Magnolia Dr,Laguna Beach,CA,92651,1849000,2,1.0,888.0,6000.0,1921.0,194.0,2082.0,http://www.redfin.com/CA/Laguna-Beach/323-Magnolia-Dr-92651/home/4750090,LG21023049,33.545471299999996,-117.7881507,9.0,9.074331365057311
723,2020 Donna Dr,Laguna Beach,CA,92651,6995000,3,3.0,3000.0,207389.0,2006.0,200.0,2332.0,http://www.redfin.com/CA/Laguna-Beach/2020-Donna-Dr-92651/home/5931839,OC21009675,33.545075800000006,-117.7660382,9.0,9.074331365057311
724,1885 Ocean Way,Laguna Beach,CA,92651,18500000,4,4.0,5650.0,9802.0,2007.0,200.0,3274.0,http://www.redfin.com/CA/Laguna-Beach/1885-Ocean-Way-92651/home/4894721,21-684114,33.5275828,-117.7714435,9.0,9.074331365057311
725,481 Dartmoor St,Laguna Beach,CA,92651,2595000,4,3.5,3283.0,12320.0,1965.0,206.0,790.0,http://www.redfin.com/CA/Laguna-Beach/481-Dartmoor-St-92651/home/3260304,LG21018929,33.550325,-117.797249,9.0,9.074331365057311
726,25 Lagunita Dr,Laguna Beach,CA,92651,11000000,5,4.5,5515.0,8300.0,1979.0,218.0,1995.0,http://www.redfin.com/CA/Laguna-Beach/25-Lagunita-Dr-92651/home/4935469,OC21010434,33.5172959,-117.76069150000001,9.0,9.074331365057311
727,1741 Ocean Way,Laguna Beach,CA,92651,10500000,3,3.0,2600.0,4725.0,1985.0,228.0,4038.0,http://www.redfin.com/CA/Laguna-Beach/1741-Ocean-Way-92651/home/4894703,LG21001427,33.5286299,-117.7724513,9.0,9.074331365057311
728,7 Montage Way,Laguna Beach,CA,92651,30888000,6,9.0,8140.0,12632.0,2013.0,274.0,3795.0,http://www.redfin.com/CA/Laguna-Beach/7-Montage-Way-92651/home/5903879,LG20243851,33.5152795,-117.7592585,9.0,9.074331365057311
729,31921 Coast Hwy,Laguna Beach,CA,92651,13900000,4,6.0,8171.0,16280.0,2006.0,299.0,1701.0,http://www.redfin.com/CA/Laguna-Beach/31921-Coast-Hwy-92651/home/4940175,LG20225879,33.4989728,-117.74157520000001,9.0,9.074331365057311
730,489 Alta Vista Way,Laguna Beach,CA,92651,2595000,3,3.0,2082.0,4040.0,1975.0,303.0,1246.0,http://www.redfin.com/CA/Laguna-Beach/489-Alta-Vista-Way-92651/home/4934566,LG20224250,33.5255347,-117.7632439,9.0,9.074331365057311
731,31332 Holly Dr,Laguna Beach,CA,92651,3988000,4,3.5,3350.0,7585.0,2004.0,305.0,1190.0,http://www.redfin.com/CA/Laguna-Beach/31332-Holly-Dr-92651/home/3263978,OC20222971,33.5078787,-117.7469811,9.0,9.074331365057311
732,2565 Altamar Dr,Laguna Beach,CA,92651,26000000,3,4.5,4993.0,11000.0,2002.0,314.0,5207.0,http://www.redfin.com/CA/Laguna-Beach/2565-Altamar-Dr-92651/home/3261791,NP20214861,33.5560256,-117.8160767,9.0,9.074331365057311
733,775 Gaviota Dr,Laguna Beach,CA,92651,4995000,3,3.0,1650.0,4792.0,1948.0,326.0,3027.0,http://www.redfin.com/CA/Laguna-Beach/775-Gaviota-Dr-92651/Lowr/home/103933662,NP20198731,33.536707799999995,-117.7798488,9.0,9.074331365057311
734,535 Mystic Way,Laguna Beach,CA,92651,3495000,4,3.0,2181.0,7227.0,1963.0,338.0,1602.0,http://www.redfin.com/CA/Laguna-Beach/535-Mystic-Way-92651/home/4888477,OC20168791,33.5442393,-117.7773067,9.0,9.074331365057311
735,22353 Eagle Rock Way,Laguna Beach,CA,92651,5995000,4,3.5,4366.0,33800.0,1999.0,358.0,1373.0,http://www.redfin.com/CA/Laguna-Beach/22353-Eagle-Rock-Way-92651/home/3265529,LG20167626,33.5042274,-117.73934709999999,9.0,9.074331365057311
736,31981 Coast,Laguna Beach,CA,92651,13995000,6,6.25,5000.0,10430.0,1958.0,366.0,2799.0,http://www.redfin.com/CA/Laguna-Beach/31981-Coast-Hwy-92651/home/3267066,OC20171726,33.4980228,-117.739994,9.0,9.074331365057311
737,1333 Moorea Way,Laguna Beach,CA,92651,14000000,6,6.5,10000.0,34404.0,2020.0,396.0,1400.0,http://www.redfin.com/CA/Laguna-Beach/1333-Moorea-Way-92651/home/172535398,LG20143833,33.5472427,-117.77652450000001,9.0,9.074331365057311
738,675 Nyes Pl,Laguna Beach,CA,92651,3995000,6,4.5,4635.0,16463.0,2000.0,428.0,862.0,http://www.redfin.com/CA/Laguna-Beach/675-Nyes-Pl-92651/home/4933637,LG20119908,33.5223922,-117.75680770000001,9.0,9.074331365057311
739,31662 Isle Vis,Laguna Niguel,CA,92677,4950000,6,7.0,8195.0,11250.0,2000.0,446.0,604.0,http://www.redfin.com/CA/Laguna-Niguel/31662-Isle-Vis-92677/home/4940434,OC20105436,33.5034382,-117.73163319999999,7.667,1.9578898298500507
740,71 EMERALD BAY,Laguna Beach,CA,92651,15995000,5,6.0,6169.0,7452.0,2004.0,577.0,2593.0,http://www.redfin.com/CA/Laguna-Beach/71-Emerald-Bay-92651/home/3258690,LG20015064,33.552456400000004,-117.80719209999998,9.0,9.074331365057311
741,2431 Riviera Dr,Laguna Beach,CA,92651,41500000,6,8.0,10000.0,20909.0,1996.0,801.0,4150.0,http://www.redfin.com/CA/Laguna-Beach/2431-Riviera-Dr-92651/home/3261829,NP19140217,33.5529879,-117.81397009999999,9.0,9.074331365057311
742,24952 Hendon St,Laguna Hills,CA,92653,1299000,4,2.5,2704.0,6400.0,1976.0,3.0,480.0,http://www.redfin.com/CA/Laguna-Hills/24952-Hendon-St-92653/home/4847365,OC21181916,33.601540899999996,-117.69458689999999,5.75,2.677376171352075
743,25852 Terra Bella Ave,Laguna Hills,CA,92653,1199000,3,2.0,2077.0,7350.0,1980.0,3.0,577.0,http://www.redfin.com/CA/Laguna-Hills/25852-Terra-Bella-Ave-92653/home/4858736,PW21183170,33.5869086,-117.69043959999999,6.5,2.677376171352075
744,25972 Poker Flats Pl,Laguna Hills,CA,92653,2999000,5,4.25,5938.0,13600.0,1989.0,4.0,505.0,http://www.redfin.com/CA/Laguna-Hills/25972-Poker-Flats-Pl-92653/home/4864279,OC21178110,33.585761299999994,-117.6854215,6.5,2.677376171352075
745,24895 Luna Bonita Dr,Laguna Hills,CA,92653,1179000,4,2.5,2680.0,5880.0,1978.0,7.0,440.0,http://www.redfin.com/CA/Laguna-Hills/24895-Luna-Bonita-Dr-92653/home/4859071,OC21180545,33.5890354,-117.6951597,6.5,2.677376171352075
746,25891 Evergreen Rd,Laguna Hills,CA,92653,969900,4,2.5,1781.0,5325.0,1974.0,7.0,545.0,http://www.redfin.com/CA/Laguna-Hills/25891-Evergreen-Rd-92653/home/4846453,LG21180213,33.592051899999994,-117.6770119,6.5,2.677376171352075
747,24641 Cresta Ct,Laguna Hills,CA,92653,1260000,4,3.0,2401.0,6600.0,1978.0,10.0,525.0,http://www.redfin.com/CA/Laguna-Hills/24641-Cresta-Ct-92653/home/4848696,OC21177363,33.6043313,-117.70281240000001,5.75,2.677376171352075
748,24971 Luna Bonita Dr,Laguna Hills,CA,92653,1175000,3,2.5,2074.0,4876.0,1978.0,17.0,567.0,http://www.redfin.com/CA/Laguna-Hills/24971-Luna-Bonita-Dr-92653/home/4859052,OC21172273,33.5893055,-117.69387659999998,6.5,2.677376171352075
749,26275 Eva St,Laguna Hills,CA,92656,979000,4,3.0,2165.0,3872.0,1989.0,17.0,452.0,http://www.redfin.com/CA/Laguna-Hills/26275-Eva-St-92656/home/4873837,OC21171924,33.5813529,-117.7054538,6.0,2.677376171352075
750,24392 Twig St,Lake Forest,CA,92630,950000,4,3.0,2152.0,7500.0,1969.0,24.0,441.0,http://www.redfin.com/CA/Lake-Forest/24392-Twig-St-92630/home/4838736,OC21166003,33.6081909,-117.69427749999998,5.75,2.376016212816511
751,24991 Nellie Gail Rd,Laguna Hills,CA,92653,1899900,4,3.0,2826.0,31824.0,1977.0,32.0,672.0,http://www.redfin.com/CA/Laguna-Hills/24991-Nellie-Gail-Rd-92653/home/4861939,OC21158611,33.5705074,-117.693762,6.5,2.677376171352075
752,24961 Hendon St,Laguna Hills,CA,92653,1175000,4,2.5,2949.0,6262.0,1976.0,32.0,398.0,http://www.redfin.com/CA/Laguna-Hills/24961-Hendon-St-92653/home/4846664,OC21154070,33.601981200000004,-117.6945182,5.75,2.677376171352075
753,48 Monte Vis,Laguna Hills,CA,92653,1025000,3,2.5,2026.0,4500.0,1989.0,37.0,506.0,http://www.redfin.com/CA/Laguna-Hills/48-Monte-Vis-92653/home/4864106,IV21128575,33.590688,-117.683858,6.5,2.677376171352075
754,27501 Boothill Ct,Laguna Hills,CA,92653,4600000,7,6.0,7228.0,48034.0,1987.0,38.0,636.0,http://www.redfin.com/CA/Laguna-Hills/27501-Boothill-Ct-92653/home/4874397,OC21153697,33.5636646,-117.6816636,6.5,2.677376171352075
755,25312 Bentley,Laguna Hills,CA,92653,875000,3,2.0,1686.0,6000.0,1973.0,40.0,519.0,http://www.redfin.com/CA/Laguna-Hills/25312-Bentley-92653/home/4846190,OC21150802,33.600899600000005,-117.6881483,6.25,2.677376171352075
756,25032 Farrier Cir,Laguna Hills,CA,92653,3295000,5,5.5,5866.0,14661.0,2003.0,46.0,562.0,http://www.redfin.com/CA/Laguna-Hills/25032-Farrier-Cir-92653/home/5903389,PW21147327,33.5829474,-117.6877129,6.5,2.677376171352075
757,24971 Express Dr,Laguna Hills,CA,92653,865000,4,2.0,1637.0,5000.0,1971.0,48.0,528.0,http://www.redfin.com/CA/Laguna-Hills/24971-Express-Dr-92653/home/4845567,OC21144743,33.6000007,-117.68402379999999,6.25,2.677376171352075
758,24931 Sunset Pl W,Laguna Hills,CA,92653,805000,2,1.5,1124.0,6240.0,1977.0,51.0,716.0,http://www.redfin.com/CA/Laguna-Hills/24931-Sunset-Pl-W-92653/home/4847662,OC21132946,33.6000626,-117.7006129,5.75,2.677376171352075
759,27532 Boothill Ct,Laguna Hills,CA,92653,4299900,6,4.0,6839.0,17575.0,1988.0,58.0,629.0,http://www.redfin.com/CA/Laguna-Hills/27532-Boothill-Ct-92653/home/4874405,OC21138582,33.563018799999995,-117.6816636,6.5,2.677376171352075
760,13 Heather Hill Ln,Laguna Hills,CA,92653,759000,3,2.5,1879.0,4000.0,1983.0,64.0,404.0,http://www.redfin.com/CA/Laguna-Hills/13-Heather-Hill-Ln-92653/home/4860767,OC21133616,33.592488,-117.70748200000001,5.25,2.677376171352075
761,25711 Padua Dr,Laguna Hills,CA,92653,840000,3,2.0,1325.0,5880.0,1971.0,88.0,634.0,http://www.redfin.com/CA/Laguna-Hills/25711-Padua-Dr-92653/home/4846086,21-737320,33.5981963,-117.68164070000002,6.25,2.677376171352075
762,25731 Bucklestone Dr,Laguna Hills,CA,92653,2698000,6,5.5,6799.0,82764.0,1981.0,93.0,397.0,http://www.redfin.com/CA/Laguna-Hills/25731-Bucklestone-Dr-92653/home/4863623,EV21108351,33.5893915,-117.6758237,6.5,2.677376171352075
763,25052 Pathway Dr,Laguna Niguel,CA,92677,1888800,7,5.0,3975.0,8461.0,2001.0,111.0,475.0,http://www.redfin.com/CA/Laguna-Niguel/25052-Pathway-Dr-92677/home/5816667,OC21090267,33.559251700000004,-117.6928226,8.0,1.9578898298500507
764,26962 Falling Leaf Dr,Laguna Hills,CA,92653,1589000,4,3.0,3355.0,7350.0,1989.0,122.0,474.0,http://www.redfin.com/CA/Laguna-Hills/26962-Falling-Leaf-Dr-92653/home/4866097,OC21085623,33.571143400000004,-117.68370300000001,6.5,2.677376171352075
765,24942 Nellie Gail Rd,Laguna Hills,CA,92653,2100000,5,3.0,2687.0,28000.0,1977.0,149.0,782.0,http://www.redfin.com/CA/Laguna-Hills/24942-Nellie-Gail-Rd-92653/home/4862188,OC21063972,33.5707182,-117.6949764,6.5,2.677376171352075
766,25292 Rockridge Rd,Laguna Hills,CA,92653,4500000,6,6.5,6305.0,13500.0,1992.0,177.0,714.0,http://www.redfin.com/CA/Laguna-Hills/25292-Rockridge-Rd-92653/home/4875576,OC21039504,33.5617086,-117.68908770000002,6.5,2.677376171352075
767,28116 Palomar Ct,Laguna Niguel,CA,92677,899000,3,2.5,1922.0,4815.0,1979.0,60.0,468.0,http://www.redfin.com/CA/Laguna-Niguel/28116-Palomar-Ct-92677/home/4923522,OC21129531,33.5541831,-117.70042959999999,8.0,1.9578898298500507
768,25091 Stonegate Ln,Laguna Niguel,CA,92677,1175000,4,2.5,2247.0,7800.0,1993.0,2.0,523.0,http://www.redfin.com/CA/Laguna-Niguel/25091-Stonegate-Ln-92677/home/4884711,OC21106465,33.5303951,-117.692456,7.0,1.9578898298500507
769,23582 Mary Kay Cir,Laguna Niguel,CA,92677,1099900,4,2.5,1997.0,5000.0,1990.0,2.0,551.0,http://www.redfin.com/CA/Laguna-Niguel/23582-Mary-Kay-Cir-92677/home/4932424,OC21182462,33.531582,-117.71805390000002,8.0,1.9578898298500507
770,24031 Jacana Cir,Laguna Niguel,CA,92677,1339000,4,3.0,2586.0,14000.0,1988.0,3.0,518.0,http://www.redfin.com/CA/Laguna-Niguel/24031-Jacana-Cir-92677/home/4924677,LG21174786,33.547212,-117.7110605,8.0,1.9578898298500507
771,29861 Hiddenwood,Laguna Niguel,CA,92677,1199000,3,2.0,2224.0,6825.0,1981.0,3.0,539.0,http://www.redfin.com/CA/Laguna-Niguel/29861-Hiddenwood-92677/home/4881212,OC21176032,33.5290099,-117.68807949999999,7.0,1.9578898298500507
772,27702 Agate Canyon Dr,Laguna Niguel,CA,92677,1050000,3,2.5,1969.0,4000.0,1989.0,3.0,533.0,http://www.redfin.com/CA/Laguna-Niguel/27702-Agate-Canyon-Dr-92677/home/4875732,OC21180330,33.56008370000001,-117.70473700000001,8.0,1.9578898298500507
773,24 Camberley,Laguna Niguel,CA,92677,2100000,4,3.0,3376.0,7847.0,1989.0,5.0,622.0,http://www.redfin.com/CA/Laguna-Niguel/24-Camberley-92677/home/4943500,OC21177159,33.5040138,-117.71289329999999,7.667,1.9578898298500507
774,25591 Cresta Loma,Laguna Niguel,CA,92677,1299900,4,2.5,2226.0,6000.0,1985.0,5.0,584.0,http://www.redfin.com/CA/Laguna-Niguel/25591-Cresta-Loma-92677/home/4882301,OC21170871,33.5437714,-117.6833822,7.0,1.9578898298500507
775,25071 Monte Verde Dr,Laguna Niguel,CA,92677,1200000,4,2.25,1586.0,11656.0,1965.0,5.0,757.0,http://www.redfin.com/CA/Laguna-Niguel/25071-Monte-Verde-Dr-92677/home/4878710,TR21182012,33.537402,-117.6923643,7.0,1.9578898298500507
776,27775 Niguel Village Dr,Laguna Niguel,CA,92677,1050000,4,3.0,1906.0,5400.0,1986.0,5.0,551.0,http://www.redfin.com/CA/Laguna-Niguel/27775-Niguel-Village-Dr-92677/home/4874831,NP21153669,33.5595578,-117.707578,8.0,1.9578898298500507
777,29851 Weatherwood,Laguna Niguel,CA,92677,1395000,5,3.0,3480.0,6825.0,1983.0,5.0,401.0,http://www.redfin.com/CA/Laguna-Niguel/29851-Weatherwood-92677/home/4881236,OC21160076,33.529283,-117.6897064,7.0,1.9578898298500507
778,28451 Via Teresa,Laguna Niguel,CA,92677,875000,3,2.5,1266.0,3250.0,1989.0,6.0,691.0,http://www.redfin.com/CA/Laguna-Niguel/28451-Via-Teresa-92677/home/4928217,OC21180764,33.5496772,-117.6955263,7.333,1.9578898298500507
779,30052 Happy Sparrow Ln,Laguna Niguel,CA,92677,1328000,3,3.0,2576.0,5650.0,1979.0,8.0,516.0,http://www.redfin.com/CA/Laguna-Niguel/30052-Happy-Sparrow-Ln-92677/home/4931707,TR21179712,33.526924199999996,-117.72196720000001,7.667,1.9578898298500507
780,24781 Queens Ct,Laguna Niguel,CA,92677,1250000,4,3.5,4077.0,9600.0,1981.0,10.0,307.0,http://www.redfin.com/CA/Laguna-Beach/24781-Queens-Ct-92677/home/4925342,OC21173444,33.5417527,-117.6973351,7.333,1.9578898298500507
781,28291 La Bajada,Laguna Niguel,CA,92677,1385000,4,2.5,2217.0,5250.0,1989.0,12.0,625.0,http://www.redfin.com/CA/Laguna-Niguel/28291-La-Bajada-92677/home/4929314,OC21176057,33.552158500000004,-117.70212509999999,7.333,1.9578898298500507
782,24521 Los Serranos Dr,Laguna Niguel,CA,92677,1649000,4,2.75,2486.0,7712.0,1965.0,13.0,663.0,http://www.redfin.com/CA/Laguna-Niguel/24521-Los-Serranos-Dr-92677/home/4914188,OC21174347,33.5256766,-117.701621,7.0,1.9578898298500507
783,23674 Marin Way,Laguna Niguel,CA,92677,2295000,4,3.5,4500.0,6640.0,2004.0,13.0,510.0,http://www.redfin.com/CA/Laguna-Niguel/23674-Marin-Way-92677/home/5774669,OC21126841,33.5425461,-117.71658190000001,8.0,1.9578898298500507
784,28405 Sheridan Dr,Laguna Niguel,CA,92677,1650000,7,3.75,3211.0,6500.0,1981.0,13.0,514.0,http://www.redfin.com/CA/Laguna-Niguel/28405-Sheridan-Dr-92677/home/4881568,OC21173034,33.5506506,-117.6849862,7.333,1.9578898298500507
785,24411 Rue De Monet,Laguna Niguel,CA,92677,1349000,4,2.5,2503.0,6000.0,1991.0,14.0,539.0,http://www.redfin.com/CA/Laguna-Niguel/24411-Rue-De-Monet-92677/home/4921563,OC21173642,33.5307204,-117.7036372,7.0,1.9578898298500507
786,24246 Briones Dr,Laguna Niguel,CA,92677,890000,3,2.5,2040.0,3500.0,1991.0,16.0,436.0,http://www.redfin.com/CA/Laguna-Niguel/24246-Briones-Dr-92677/home/4875402,LG21173140,33.5560242,-117.70662720000001,8.0,1.9578898298500507
787,24741 Jessica Pl,Laguna Niguel,CA,92677,1950000,5,4.5,3548.0,5200.0,2006.0,17.0,550.0,http://www.redfin.com/CA/Laguna-Niguel/24741-Jessica-Pl-92677/home/4878442,OC21169536,33.5613662,-117.69833270000001,8.0,1.9578898298500507
788,24786 Sutton Ln,Laguna Niguel,CA,92677,799000,3,2.5,1512.0,2156.0,1989.0,20.0,528.0,http://www.redfin.com/CA/Laguna-Niguel/24786-Sutton-Ln-92677/home/4915983,OC21162959,33.522237100000005,-117.70173559999999,7.0,1.9578898298500507
789,24785 Queens Ct,Laguna Niguel,CA,92677,1488000,4,3.0,2900.0,10500.0,1981.0,21.0,513.0,http://www.redfin.com/CA/Laguna-Niguel/24785-Queens-Ct-92677/home/4925343,OC21168636,33.5415901,-117.69708440000001,7.333,1.9578898298500507
790,22852 Monteago Rd,Laguna Niguel,CA,92677,1295000,3,2.0,1642.0,3728.0,1977.0,22.0,789.0,http://www.redfin.com/CA/Laguna-Niguel/22852-Monteago-Rd-92677/home/4938860,OC21167978,33.510247,-117.73043999999999,7.667,1.9578898298500507
791,29306 Alfieri St,Laguna Niguel,CA,92677,1998000,4,3.0,3690.0,5000.0,1991.0,22.0,541.0,http://www.redfin.com/CA/Laguna-Niguel/29306-Alfieri-St-92677/home/4931072,OC21165306,33.537864899999995,-117.71846200000002,8.0,1.9578898298500507
792,23602 Karen Ann Cir,Laguna Niguel,CA,92677,1499000,4,3.0,2852.0,7840.0,1992.0,23.0,526.0,http://www.redfin.com/CA/Laguna-Niguel/23602-Karen-Ann-Cir-92677/home/4932387,OC21167595,33.5324744,-117.7177503,8.0,1.9578898298500507
793,30075 Monteras St,Laguna Niguel,CA,92677,849900,3,2.5,1455.0,3600.0,1987.0,24.0,584.0,http://www.redfin.com/CA/Laguna-Niguel/30075-Monteras-St-92677/home/4883844,OC21166460,33.526058,-117.6951475,7.0,1.9578898298500507
794,29051 Aloma Ave,Laguna Niguel,CA,92677,989000,3,2.0,1344.0,7350.0,1968.0,28.0,736.0,http://www.redfin.com/CA/Laguna-Niguel/29051-Aloma-Ave-92677/home/4878494,OC21162979,33.5411052,-117.6924102,7.0,1.9578898298500507
795,30421 Mirador Ct,Laguna Niguel,CA,92677,3495000,5,3.5,5245.0,12426.0,1977.0,39.0,666.0,http://www.redfin.com/CA/Laguna-Niguel/30421-Mirador-Ct-92677/home/4941033,OC21149831,33.520219399999995,-117.7157571,7.667,1.9578898298500507
796,22772 Misty Sea Dr,Laguna Niguel,CA,92677,5250000,4,4.5,5510.0,11250.0,2006.0,41.0,953.0,http://www.redfin.com/CA/Laguna-Niguel/22772-Misty-Sea-Dr-92677/home/4940447,OC21151770,33.5008718,-117.7319769,7.667,1.9578898298500507
797,24455 Rue De Monet,Laguna Niguel,CA,92677,1349000,4,2.5,2503.0,4620.0,1990.0,47.0,539.0,http://www.redfin.com/CA/Laguna-Niguel/24455-Rue-De-Monet-92677/home/4921555,OC21145629,33.531521399999995,-117.70299569999999,7.0,1.9578898298500507
798,25242 Via Piedra Blanca,Laguna Niguel,CA,92677,1425000,5,2.0,2235.0,11760.0,1970.0,50.0,638.0,http://www.redfin.com/CA/Laguna-Niguel/25242-Via-Piedra-Blanca-92677/home/4879688,AR21145042,33.53437460000001,-117.68927099999999,7.0,1.9578898298500507
799,33 Alsace,Laguna Niguel,CA,92677,1450000,3,2.5,1855.0,6860.0,1992.0,52.0,782.0,http://www.redfin.com/CA/Laguna-Niguel/33-Alsace-92677/home/4921256,TR21143045,33.517300399999996,-117.6950531,7.333,1.9578898298500507
800,11 Morning Dove,Laguna Niguel,CA,92677,3888000,5,5.0,6196.0,36000.0,1988.0,59.0,628.0,http://www.redfin.com/CA/Laguna-Niguel/11-Morning-Dove-92677/home/4968397,CV21126191,33.4907897,-117.68571940000001,7.333,1.9578898298500507
801,14 Fern Cyn,Laguna Niguel,CA,92677,4598000,4,3.5,5075.0,14320.0,1992.0,64.0,906.0,http://www.redfin.com/CA/Laguna-Niguel/14-Fern-Cyn-92677/home/4971114,OC21133367,33.4978413,-117.70008590000002,8.0,1.9578898298500507
802,3 ANDOVER Ct,Laguna Niguel,CA,92677,4498000,5,5.5,6000.0,14304.0,1998.0,73.0,750.0,http://www.redfin.com/CA/Laguna-Niguel/3-Andover-Ct-92677/home/4913819,OC21121925,33.504283199999996,-117.6924791,8.0,1.9578898298500507
803,31531 Peppertree,San Juan Capistrano,CA,92675,9200000,9,11.0,15883.0,191664.0,1987.0,74.0,579.0,http://www.redfin.com/CA/San-Juan-Capistrano/31531-Peppertree-Bend-92675/home/169478186,OC21124999,33.508112,-117.67712649999999,6.0,3.324241391067167
804,28115 Hibiscus Dr,Laguna Niguel,CA,92677,1395000,5,3.0,2593.0,6000.0,1980.0,77.0,538.0,http://www.redfin.com/CA/Laguna-Niguel/28115-Hibiscus-Dr-92677/home/4922838,OC21121839,33.554682899999996,-117.7067074,8.0,1.9578898298500507
805,30151 Anamonte,Laguna Niguel,CA,92677,1450000,3,2.5,2088.0,4600.0,1988.0,86.0,694.0,http://www.redfin.com/CA/Laguna-Niguel/30151-Anamonte-92677/home/4936746,OC21111570,33.52515080000001,-117.72462469999999,7.667,1.9578898298500507
806,25622 Paseo De La Paz,San Juan Capistrano,CA,92675,6150000,5,4.5,6225.0,43560.0,1996.0,97.0,988.0,http://www.redfin.com/CA/San-Juan-Capistrano/25622-Paseo-De-La-Paz-92675/home/4963899,OC21103971,33.4931684,-117.6830614,6.333,3.324241391067167
807,8 Tunis,Laguna Niguel,CA,92677,1799000,4,3.0,3518.0,8340.0,1993.0,102.0,511.0,http://www.redfin.com/CA/Laguna-Niguel/8-Tunis-92677/home/4920246,OC21099207,33.5157327,-117.69623659999999,7.333,1.9578898298500507
808,7 Searidge,Laguna Niguel,CA,92677,6090000,5,6.0,8088.0,23522.0,1995.0,107.0,753.0,http://www.redfin.com/CA/Laguna-Niguel/7-Searidge-92677/home/4970130,OC21098264,33.498990899999995,-117.688961,7.333,1.9578898298500507
809,23932 Paseo Del Campo,Laguna Niguel,CA,92677,1859000,5,3.0,2965.0,8000.0,1966.0,129.0,627.0,http://www.redfin.com/CA/Laguna-Niguel/23932-Paseo-Del-Campo-92677/home/4941095,NP21075384,33.5193595,-117.71163329999999,7.667,1.9578898298500507
810,1 Jencourt,Laguna Niguel,CA,92677,10995000,4,5.5,7948.0,60984.0,2005.0,152.0,1383.0,http://www.redfin.com/CA/Laguna-Niguel/1-Jencourt-92677/home/4970146,LG21060356,33.499043,-117.6900959,7.333,1.9578898298500507
811,22805 Channel Vw,Laguna Niguel,CA,92677,3850000,4,4.5,5600.0,11250.0,1989.0,161.0,688.0,http://www.redfin.com/CA/Laguna-Niguel/22805-Channel-Vw-92677/home/4940458,PW21030758,33.5018789,-117.73115220000001,7.667,1.9578898298500507
812,30752 Paseo Del Niguel,Laguna Niguel,CA,92677,5900000,7,10.0,8200.0,19174.0,1979.0,219.0,720.0,http://www.redfin.com/CA/Laguna-Niguel/30752-Paseo-Del-Niguel-92677/home/4941200,OC21009599,33.5159622,-117.7177503,7.667,1.9578898298500507
813,11 Old Ranch Rd,Laguna Niguel,CA,92677,7448800,6,6.5,9500.0,29708.0,1993.0,305.0,784.0,http://www.redfin.com/CA/Laguna-Niguel/11-Old-Ranch-Rd-92677/home/4970217,OC20220321,33.495005199999994,-117.68908770000002,7.333,1.9578898298500507
814,1 Searidge,Laguna Niguel,CA,92677,5900000,6,7.0,8100.0,31529.0,1993.0,353.0,728.0,http://www.redfin.com/CA/Laguna-Niguel/1-Searidge-92677/home/4970108,LG20182643,33.4989167,-117.68819409999999,7.333,1.9578898298500507
815,31551 Peppertree,San Juan Capistrano,CA,92675,8185000,9,9.5,14366.0,65340.0,2001.0,366.0,570.0,http://www.redfin.com/CA/San-Juan-Capistrano/31551-Peppertree-Bend-92675/home/4902453,OC20170044,33.5057324,-117.6774473,6.333,3.324241391067167
816,1 Inspiration,Laguna Niguel,CA,92677,5990000,5,6.0,9000.0,54000.0,2001.0,809.0,666.0,http://www.redfin.com/CA/Laguna-Niguel/1-Inspiration-Pt-92677/home/4970076,OC19129792,33.5008003,-117.6881712,7.333,1.9578898298500507
817,22511 Woodcrest Cir,Lake Forest,CA,92630,1199999,5,3.0,2611.0,6000.0,1970.0,5.0,460.0,http://www.redfin.com/CA/Lake-Forest/22511-Woodcrest-Cir-92630/home/4820556,OC21178171,33.636145899999995,-117.6976114,5.25,2.376016212816511
