,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating,Crime per Capita (1000s)
0,11 Hazelbranch,Aliso Viejo,CA,92656,975000,3,2.5,1470.0,4950.0,1993.0,3.0,663.0,http://www.redfin.com/CA/Aliso-Viejo/11-Hazelbranch-92656/home/4857179,OC21181915,33.5926134,-117.73836809999999,8.333,1.6291015026065625
1,11 Sanderling Ln,Aliso Viejo,CA,92656,850000,3,2.5,1393.0,3000.0,1989.0,3.0,610.0,http://www.redfin.com/CA/Laguna-Beach/11-Sanderling-Ln-92656/home/4852010,LG21181169,33.5922402,-117.74922590000001,9.0,1.6291015026065625
2,5 Skygate,Aliso Viejo,CA,92656,1350000,4,3.0,2918.0,5040.0,1989.0,5.0,463.0,http://www.redfin.com/CA/Aliso-Viejo/5-Skygate-92656/home/4856114,OC21160272,33.5941792,-117.74006329999999,8.333,1.6291015026065625
3,15 Starling Ln,Aliso Viejo,CA,92656,995000,3,2.5,1605.0,3480.0,1989.0,6.0,620.0,http://www.redfin.com/CA/Aliso-Viejo/15-Starling-Ln-92656/home/4851562,LG21176453,33.596696,-117.744324,9.0,1.6291015026065625
4,78 Summerland Cir,Aliso Viejo,CA,92656,1549000,4,4.5,3258.0,5546.0,2011.0,10.0,475.0,http://www.redfin.com/CA/Aliso-Viejo/78-Summerland-Cir-92656/home/17472883,CV21176676,33.5956524,-117.723661,7.667,1.6291015026065625
5,42 Dawn Ln,Aliso Viejo,CA,92656,1150000,4,2.5,2227.0,3311.0,1999.0,10.0,516.0,http://www.redfin.com/CA/Aliso-Viejo/42-Dawn-Ln-92656/home/4869998,OC21175500,33.5694499,-117.7377267,8.333,1.6291015026065625
6,26 Dawn Ln,Aliso Viejo,CA,92656,1250000,3,2.5,2200.0,3615.0,2000.0,10.0,568.0,http://www.redfin.com/CA/Aliso-Viejo/26-Dawn-Ln-92656/home/4869982,OC21177947,33.5700058,-117.7367646,8.333,1.6291015026065625
7,11 Emerald Ter,Aliso Viejo,CA,92656,1999000,5,4.5,3700.0,7329.0,2010.0,20.0,540.0,http://www.redfin.com/CA/Aliso-Viejo/11-Emerald-Ter-92656/home/17472131,OC21169907,33.5983612,-117.7311293,7.667,1.6291015026065625
8,19 Plateau,Aliso Viejo,CA,92656,1013000,3,3.0,1439.0,3727.0,1999.0,22.0,704.0,http://www.redfin.com/CA/Aliso-Viejo/19-Plateau-92656/home/4866888,OC21166914,33.575838399999995,-117.7330077,8.333,1.6291015026065625
9,18 Deer Creek Ln,Laguna Hills,CA,92653,850000,3,2.5,1769.0,4000.0,1986.0,31.0,480.0,http://www.redfin.com/CA/Laguna-Hills/18-Deer-Creek-Ln-92653/home/4861518,PW21160563,33.594939700000005,-117.7134432,5.25,2.677376171352075
10,55 Shorecliff,Aliso Viejo,CA,92656,1050000,4,2.5,1806.0,4150.0,1991.0,32.0,581.0,http://www.redfin.com/CA/Aliso-Viejo/55-Shorecliff-92656/home/4857380,OC21159466,33.58883220000001,-117.7347232,8.333,1.6291015026065625
11,21 Pierremont,Aliso Viejo,CA,92656,1050000,4,2.5,1965.0,3259.0,2000.0,39.0,534.0,http://www.redfin.com/CA/Aliso-Viejo/21-Pierremont-92656/home/4867020,OC21152833,33.5761225,-117.73162079999999,8.333,1.6291015026065625
12,12 Roundtree Ct,Aliso Viejo,CA,92656,2500000,5,4.0,3642.0,6867.0,2000.0,52.0,686.0,http://www.redfin.com/CA/Aliso-Viejo/12-Roundtree-Ct-92656/home/5773870,OC21140075,33.5669424,-117.74049850000002,8.333,1.6291015026065625
13,32 Groveside Dr,Aliso Viejo,CA,92656,1795000,5,3.0,3280.0,6356.0,1999.0,87.0,547.0,http://www.redfin.com/CA/Aliso-Viejo/32-Groveside-Dr-92656/home/4869619,OC21112699,33.573563799999995,-117.7384827,8.333,1.6291015026065625
14,6692 Mount Lowe Dr,Buena Park,CA,90620,728000,4,1.5,1527.0,6000.0,1959.0,38.0,477.0,http://www.redfin.com/CA/Buena-Park/6692-Mt-Lowe-Dr-90620/home/3662782,OC21142567,33.8209737,-118.01611570000001,4.667,3.4628840707332746
15,1645 S Euclid St,Anaheim,CA,92802,900000,3,1.5,1129.0,8917.0,1955.0,1.0,797.0,http://www.redfin.com/CA/Anaheim/1645-S-Euclid-St-92804/home/3610070,OC21185418,33.806411700000005,-117.94171920000001,3.0,5.244735081770581
16,11192 Lindaloa Ln,Garden Grove,CA,92840,799000,3,2.5,1675.0,7203.0,1955.0,1.0,477.0,http://www.redfin.com/CA/Garden-Grove/11192-Lindaloa-Ln-92840/home/3405027,PW21185194,33.8003895,-117.93824109999998,3.333,3.826716061157669
17,2658 N River Trail Rd,Orange,CA,92865,775000,3,2.5,1987.0,3450.0,1984.0,2.0,390.0,http://www.redfin.com/CA/Orange/2658-N-River-Trail-Rd-92865/home/4357068,PW21182109,33.832887899999996,-117.86298899999998,5.667,3.559405622145507
18,120 S Carousel St,Anaheim,CA,92806,850000,4,3.0,2363.0,5580.0,1970.0,2.0,360.0,http://www.redfin.com/CA/Anaheim/120-S-Carousel-St-92806/home/4049627,PW21183619,33.8404645,-117.8736784,3.0,5.244735081770581
19,8685 Carnation Dr,Buena Park,CA,90620,785000,3,1.75,1552.0,6300.0,1958.0,2.0,506.0,http://www.redfin.com/CA/Buena-Park/8685-Carnation-Dr-90620/home/3306341,PW21174960,33.852099700000004,-117.98184950000001,3.333,3.4628840707332746
20,6715 Via Riviera Way,Buena Park,CA,90620,744000,3,2.0,1618.0,6600.0,1957.0,3.0,460.0,http://www.redfin.com/CA/Buena-Park/6715-Via-Riviera-Way-90620/home/3660205,OC21179720,33.8270099,-118.0157497,5.0,3.4628840707332746
21,1232 E Sycamore St,Anaheim,CA,92805,749000,3,2.0,1446.0,6820.0,1950.0,4.0,518.0,http://www.redfin.com/CA/Anaheim/1232-E-Sycamore-St-92805/home/3204479,OC21183196,33.84255170000001,-117.9026784,2.333,5.244735081770581
22,6652 Vista Loma,Yorba Linda,CA,92886,675000,3,2.5,1733.0,2977.0,1979.0,4.0,389.0,http://www.redfin.com/CA/Yorba-Linda/6652-Vista-Loma-92886/home/17477109,PW21182486,33.8648174,-117.7890324,8.0,0.8341137906813393
23,2702 E Sycamore St,Anaheim,CA,92806,775000,3,2.5,1632.0,7200.0,1962.0,4.0,475.0,http://www.redfin.com/CA/Anaheim/2702-E-Sycamore-St-92806/home/4051706,OC21182945,33.8456679,-117.87319769999999,3.0,5.244735081770581
24,214 N Ventura St,Anaheim,CA,92801,724900,3,2.0,1527.0,7214.0,1957.0,4.0,475.0,http://www.redfin.com/CA/Anaheim/214-N-Ventura-St-92801/home/3323679,OC21179557,33.8343908,-117.9629981,4.333,5.244735081770581
25,865 S Annika St,Anaheim,CA,92806,899900,5,2.5,2547.0,5360.0,1971.0,4.0,353.0,http://www.redfin.com/CA/Anaheim/865-S-Annika-St-92806/home/4004921,PW21182054,33.828567,-117.8829488,3.667,5.244735081770581
26,1851 W Random Dr,Anaheim,CA,92804,759000,3,2.0,1521.0,6000.0,1957.0,4.0,499.0,http://www.redfin.com/CA/Anaheim/1851-W-Random-Dr-92804/home/3603915,PW21182430,33.824647999999996,-117.94860200000001,3.333,5.244735081770581
27,1301 W Laster Ave,Anaheim,CA,92802,770000,4,2.0,1310.0,7590.0,1954.0,5.0,588.0,http://www.redfin.com/CA/Anaheim/1301-Laster-Ave-92802/home/3616598,PW21182274,33.8067482,-117.93050670000001,3.333,5.244735081770581
28,202 N Plantation Pl,Anaheim,CA,92806,810000,3,2.0,1596.0,10000.0,1962.0,5.0,508.0,http://www.redfin.com/CA/Anaheim/202-N-Plantation-Pl-92806/home/4051388,OC21181967,33.8420614,-117.8723278,3.0,5.244735081770581
29,1135 N Louise Dr,Anaheim,CA,92805,599900,5,2.0,2020.0,10260.0,1952.0,5.0,297.0,http://www.redfin.com/CA/Anaheim/1135-N-Louise-Dr-92805/home/3340426,PW21180364,33.850291799999994,-117.89922240000001,2.667,5.244735081770581
30,3130 W Tyler Ave,Anaheim,CA,92801,699500,3,1.0,954.0,7234.0,1956.0,5.0,733.0,http://www.redfin.com/CA/Anaheim/3130-W-Tyler-Ave-92801/home/3676432,PW21180826,33.8336049,-117.99955530000001,4.333,5.244735081770581
31,2280 W Polk Ave,Anaheim,CA,92801,879000,3,2.0,1751.0,7200.0,1957.0,5.0,502.0,http://www.redfin.com/CA/Anaheim/2280-W-Polk-Ave-92801/home/3323718,OC21177343,33.8334408,-117.963021,4.333,5.244735081770581
32,874 N Redondo Dr,Anaheim,CA,92801,840000,4,2.5,1960.0,9240.0,1952.0,6.0,429.0,http://www.redfin.com/CA/Anaheim/874-N-Redondo-Dr-W-92801/home/3193188,21-773114,33.8439208,-117.9324272,3.333,5.244735081770581
33,10582 Larry Dr,Anaheim,CA,92804,699000,3,1.75,1258.0,7500.0,1954.0,7.0,556.0,http://www.redfin.com/CA/Anaheim/10582-Larry-Dr-92804/home/3595984,PW21156113,33.8090444,-117.9655605,4.0,5.244735081770581
34,2004 S Waverly Dr,Anaheim,CA,92802,903300,5,3.0,2326.0,5814.0,1972.0,7.0,388.0,http://www.redfin.com/CA/Anaheim/2004-S-Waverly-Dr-92802/home/3408975,LG21180221,33.7990475,-117.93371029999999,3.333,5.244735081770581
35,1762 N Ballad Dr,Anaheim,CA,92807,749000,3,1.75,1357.0,7930.0,1962.0,9.0,552.0,http://www.redfin.com/CA/Anaheim/1762-N-Ballad-Dr-92807/home/4232405,P1-6199,33.8667006,-117.8012612,7.333,5.244735081770581
36,705 S Neptune St,Anaheim,CA,92804,949900,4,3.0,2267.0,6060.0,1962.0,9.0,419.0,http://www.redfin.com/CA/Anaheim/705-S-Neptune-St-92804/home/3604143,PW21178595,33.8227858,-117.94707350000002,3.333,5.244735081770581
37,2215 E Olmstead Way,Anaheim,CA,92806,870000,5,3.5,2164.0,7200.0,1966.0,9.0,402.0,http://www.redfin.com/CA/Anaheim/2215-E-Olmstead-Way-92806/home/4002250,PW21170100,33.8295968,-117.8859702,3.667,5.244735081770581
38,1111 W Beacon Ave,Anaheim,CA,92802,825000,3,2.0,1282.0,9064.0,1958.0,9.0,644.0,http://www.redfin.com/CA/Anaheim/1111-W-Beacon-Ave-92802/home/3214857,OC21178257,33.8215968,-117.92405349999999,3.0,5.244735081770581
39,1360 N Ferndale St,Anaheim,CA,92801,698000,4,2.0,1307.0,6447.0,1954.0,9.0,534.0,http://www.redfin.com/CA/Anaheim/1360-N-Ferndale-St-92801/home/3316476,PW21178865,33.8535523,-117.96858049999999,3.0,5.244735081770581
40,2521 W Greenacre Ave,Anaheim,CA,92801,789000,3,1.75,1868.0,6039.0,1955.0,10.0,422.0,http://www.redfin.com/CA/Anaheim/2521-W-Greenacre-Ave-92801/home/3318833,PW21175000,33.841907899999995,-117.9727215,4.333,5.244735081770581
41,2542 E Puritan Cir,Anaheim,CA,92806,899900,4,2.0,2086.0,7735.0,1962.0,10.0,431.0,http://www.redfin.com/CA/Anaheim/2542-E-Puritan-Cir-92806/home/4006158,PW21177016,33.8355415,-117.87859979999999,3.667,5.244735081770581
42,2661 W Stanley Ave,Anaheim,CA,92801,650000,4,2.0,1228.0,6172.0,1959.0,11.0,529.0,http://www.redfin.com/CA/Anaheim/2661-W-Stanley-Ave-92801/home/3306745,OC21176978,33.8368689,-117.9789213,4.333,5.244735081770581
43,502 S Revere St,Anaheim,CA,92805,775000,3,1.5,1440.0,6500.0,1949.0,11.0,538.0,http://www.redfin.com/CA/Anaheim/502-S-Revere-St-92806/home/3359586,DW21177683,33.8360507,-117.89031909999999,4.0,5.244735081770581
44,2183 W Cherrywood Ln,Anaheim,CA,92804,830000,3,2.5,1826.0,4500.0,2000.0,11.0,455.0,http://www.redfin.com/CA/Anaheim/2183-W-Cherrywood-Ln-92804/unit-IN/home/5760188,OC21174902,33.8315816,-117.95823130000001,3.667,5.244735081770581
45,1737 W Beacon Ave,Anaheim,CA,92804,799900,5,3.0,1630.0,6000.0,1959.0,12.0,491.0,http://www.redfin.com/CA/Anaheim/1737-W-Beacon-Ave-92804/home/3605323,PW21176625,33.820479399999996,-117.94336670000001,3.333,5.244735081770581
46,1776 N Prelude Dr,Anaheim,CA,92807,798000,3,2.0,1721.0,7410.0,1962.0,13.0,464.0,http://www.redfin.com/CA/Anaheim/1776-N-Prelude-Dr-92807/home/4232258,PW21174986,33.8665711,-117.79915449999999,7.333,5.244735081770581
47,105 N Rose St,Anaheim,CA,92805,1399000,5,3.5,3228.0,16509.0,1890.0,14.0,433.0,http://www.redfin.com/CA/Anaheim/105-N-Rose-St-92805/home/3204072,21-770344,33.8380769,-117.904372,2.333,5.244735081770581
48,1907 E Bolingridge Dr,Orange,CA,92865,940000,4,2.0,1668.0,17464.0,1967.0,15.0,564.0,http://www.redfin.com/CA/Orange/1907-E-Bolingridge-Dr-92865/home/4319658,WS21174217,33.841332,-117.83352020000001,5.333,3.559405622145507
49,333 E Julianna,Anaheim,CA,92801,649900,3,1.0,1232.0,8710.0,1930.0,16.0,528.0,http://www.redfin.com/CA/Anaheim/333-E-Julianna-St-92801/home/4045888,OC21174075,33.84879650000001,-117.9139384,3.0,5.244735081770581
50,1313 N Jasmine Pl,Anaheim,CA,92801,754000,3,2.0,1345.0,6500.0,1956.0,16.0,561.0,http://www.redfin.com/CA/Anaheim/1313-N-Jasmine-Pl-92801/home/3327862,OC21172949,33.8525208,-117.95691210000001,3.0,5.244735081770581
51,718 San Diego Ln,Placentia,CA,92870,899000,3,2.0,1728.0,11900.0,1976.0,18.0,520.0,http://www.redfin.com/CA/Placentia/718-San-Diego-Ln-92870/home/4212734,PW21170498,33.868755,-117.85728799999998,6.333,3.801327570237728
52,3115 W Del Monte Dr,Anaheim,CA,92804,760000,3,1.5,1838.0,7728.0,1956.0,19.0,413.0,http://www.redfin.com/CA/Anaheim/3115-W-Del-Monte-Dr-92804/home/3678243,OC21158781,33.830056400000004,-117.99870890000001,4.667,5.244735081770581
53,2906 E Bellamy Ave,Anaheim,CA,92806,975000,5,3.0,2898.0,7384.0,1963.0,20.0,336.0,http://www.redfin.com/CA/Anaheim/2906-E-Bellamy-Ave-92806/home/4047465,CV21168309,33.837489399999995,-117.86644479999998,5.0,5.244735081770581
54,2540 W Picadilly Way,Anaheim,CA,92801,620000,3,1.75,1128.0,6552.0,1955.0,20.0,550.0,http://www.redfin.com/CA/Anaheim/2540-W-Picadilly-Way-92801/home/3320633,OC21168915,33.855298299999994,-117.9732477,4.333,5.244735081770581
55,1401 E Gary Pl,Anaheim,CA,92805,719900,3,1.5,1148.0,6630.0,1955.0,20.0,627.0,http://www.redfin.com/CA/Anaheim/1401-E-Gary-Pl-92805/home/3964213,OC21168642,33.825202600000004,-117.89521709999998,4.0,5.244735081770581
56,2110 W Grayson Ave,Anaheim,CA,92801,709900,3,2.0,1233.0,6000.0,1957.0,22.0,576.0,http://www.redfin.com/CA/Anaheim/2110-W-Grayson-Ave-92801/home/3331966,LG21168341,33.8496032,-117.9555393,3.0,5.244735081770581
57,11811 Euclid St,Garden Grove,CA,92840,1700000,2,1.0,956.0,27305.0,1948.0,26.0,1778.0,http://www.redfin.com/CA/Garden-Grove/11811-Euclid-St-92840/home/3392058,PW21164745,33.791209,-117.94171599999999,6.667,3.826716061157669
58,1321 N Gilbert St,Anaheim,CA,92801,719900,4,2.0,1581.0,7114.0,1954.0,28.0,455.0,http://www.redfin.com/CA/Anaheim/1321-N-Gilbert-St-92801/home/3316367,PW21163034,33.851863200000004,-117.96826019999999,3.0,5.244735081770581
59,1929 W Elm Pl,Anaheim,CA,92804,805900,4,2.0,1502.0,7863.0,1956.0,29.0,537.0,http://www.redfin.com/CA/Anaheim/1929-W-Elm-Pl-92804/home/3601558,LG21162862,33.8283604,-117.9510547,3.333,5.244735081770581
60,704 S Lassen Ct,Anaheim,CA,92804,950000,4,2.5,2462.0,4783.0,2000.0,31.0,386.0,http://www.redfin.com/CA/Anaheim/704-S-Lassen-Ct-92804/home/5758591,PW21160976,33.8226855,-117.9957581,4.667,5.244735081770581
61,1726 S Latus Pl,Anaheim,CA,92804,829900,3,2.5,1280.0,9360.0,1959.0,31.0,648.0,http://www.redfin.com/CA/Anaheim/1726-S-Latus-Pl-92804/home/3598761,PW21160871,33.8051015,-117.96180840000001,4.0,5.244735081770581
62,2210 E Vermont Ave,Anaheim,CA,92806,830000,4,3.0,2547.0,5096.0,1971.0,31.0,326.0,http://www.redfin.com/CA/Anaheim/2210-E-Vermont-Ave-92806/home/4004824,PW21160257,33.8270803,-117.8863135,3.667,5.244735081770581
63,1761 N Partridge St,Anaheim,CA,92806,1150000,4,2.5,3189.0,5839.0,1977.0,32.0,361.0,http://www.redfin.com/CA/Anaheim/1761-N-Partridge-St-92806/home/4198145,OC21157937,33.866564000000004,-117.8655063,6.0,5.244735081770581
64,2744 W Madison Cir,Anaheim,CA,92801,899900,5,3.5,2769.0,2970.0,2006.0,34.0,325.0,http://www.redfin.com/CA/Anaheim/2744-W-Madison-Cir-92801/home/12256458,OC21158258,33.837476200000005,-117.97759440000002,4.333,5.244735081770581
65,301 E Elm Ave,Fullerton,CA,92832,630000,3,2.0,1723.0,7040.0,1955.0,36.0,366.0,http://www.redfin.com/CA/Fullerton/301-E-Elm-Ave-92832/home/3186705,PW21156734,33.864686,-117.9196139,5.667,6.69140839872717
66,1728 S Varna St,Anaheim,CA,92804,849950,3,2.0,1658.0,7178.0,1954.0,39.0,513.0,http://www.redfin.com/CA/Anaheim/1728-S-Varna-St-92804/home/3610125,OC21154515,33.8041355,-117.94288610000001,3.0,5.244735081770581
67,1268 E Eastwood Dr,Anaheim,CA,92805,729999,3,1.5,1127.0,6600.0,1953.0,39.0,648.0,http://www.redfin.com/CA/Anaheim/1268-E-Eastwood-Dr-92805/home/3207256,OC21149571,33.8447858,-117.9017629,2.667,5.244735081770581
68,10812 Harcourt Ave,Anaheim,CA,92804,1200000,5,2.25,1746.0,11142.0,1930.0,39.0,687.0,http://www.redfin.com/CA/Anaheim/10812-Harcourt-Ave-92804/home/3598145,PW21142713,33.8053662,-117.9686125,4.0,5.244735081770581
69,9725 Mount Dana Cir,Buena Park,CA,90620,799000,4,2.0,1679.0,6976.0,2006.0,40.0,476.0,http://www.redfin.com/CA/Buena-Park/9725-Mt-Dana-Cir-90620/home/3662918,RS21152738,33.8213934,-118.01334809999999,4.667,3.4628840707332746
70,114 S Olympia Ct,Anaheim,CA,92806,799000,4,2.0,1836.0,7446.0,1964.0,43.0,435.0,http://www.redfin.com/CA/Anaheim/114-S-Olympia-Ct-92806/home/3360883,PW21150918,33.840973299999995,-117.88203329999999,3.0,5.244735081770581
71,1124 S Laramie St,Anaheim,CA,92806,895000,4,2.5,2089.0,7210.0,1968.0,52.0,428.0,http://www.redfin.com/CA/Anaheim/1124-S-Laramie-St-92806/home/4002389,OC21143989,33.8207317,-117.87972140000001,3.333,5.244735081770581
72,3314 E Radcliffe Ave,Anaheim,CA,92806,780000,4,2.0,1427.0,5400.0,1971.0,52.0,547.0,http://www.redfin.com/CA/Anaheim/3314-E-Radcliffe-Ave-92806/home/4207366,SB21143369,33.8670961,-117.8551132,6.333,5.244735081770581
73,1787 W Juno Ave,Anaheim,CA,92804,800000,5,2.0,1804.0,6000.0,1959.0,52.0,443.0,http://www.redfin.com/CA/Anaheim/1787-W-Juno-Ave-92804/home/3605421,PW21142195,33.819032,-117.9453345,3.333,5.244735081770581
74,2137 E Ward Ter,Anaheim,CA,92806,679900,3,1.5,1336.0,6120.0,1954.0,52.0,509.0,http://www.redfin.com/CA/Anaheim/2137-E-Ward-Ter-92806/home/3362719,IG21141799,33.840708299999996,-117.88656529999999,3.0,5.244735081770581
75,1015 N Citron,Anaheim,CA,92805,750000,1,1.0,976.0,18413.0,1945.0,63.0,768.0,http://www.redfin.com/CA/Anaheim/1015-N-Citron-St-92805/home/4013663,PW21133956,33.8463966,-117.9277854,3.0,5.244735081770581
76,1795 W Glenoaks Ave,Anaheim,CA,92801,455000,2,1.0,896.0,1863.0,1964.0,66.0,508.0,http://www.redfin.com/CA/Anaheim/1795-Glenoaks-Ave-92801/home/4055539,PW21110010,33.84325629999999,-117.94538020000002,3.667,5.244735081770581
77,1313 E Banyan Ave,Anaheim,CA,92805,760000,4,2.0,1862.0,6490.0,1958.0,67.0,408.0,http://www.redfin.com/CA/Anaheim/1313-E-Banyan-Ave-92805/home/3342319,PW21130017,33.84972020000001,-117.9035252,2.667,5.244735081770581
78,2517 W Merle Pl,Anaheim,CA,92804,839900,5,2.5,1685.0,7380.0,1955.0,68.0,498.0,http://www.redfin.com/CA/Anaheim/2517-W-Merle-Pl-92804/home/3592503,IG21130146,33.820722499999995,-117.97283590000002,3.667,5.244735081770581
79,1828 N Cymbal Way,Anaheim,CA,92807,724900,3,2.0,1238.0,5554.0,1971.0,73.0,586.0,http://www.redfin.com/CA/Anaheim/1828-N-Cymbal-Way-92807/home/4228790,OC21125924,33.868889200000005,-117.80629909999999,7.333,5.244735081770581
80,1204 N Brookhurst St,Anaheim,CA,92801,1050000,4,1.0,1691.0,19259.0,1920.0,78.0,621.0,http://www.redfin.com/CA/Anaheim/1204-N-Brookhurst-St-92801/home/3332119,OC21121707,33.8507744,-117.9587883,3.0,5.244735081770581
81,724 N Bush St N,Anaheim,CA,92805,695000,4,2.0,1293.0,6115.0,1954.0,80.0,538.0,http://www.redfin.com/CA/Anaheim/724-N-Bush-St-92805/home/3202573,PW21116887,33.8452565,-117.90656909999998,3.0,5.244735081770581
82,1275 S Goldstone,Anaheim,CA,92804,899000,4,2.5,2002.0,3587.0,1999.0,82.0,449.0,http://www.redfin.com/CA/Anaheim/1275-S-Goldstone-Cir-92804/home/5760332,RS21115614,33.815532,-118.0114496,4.333,5.244735081770581
83,2885 E Cinnamon Pl,Anaheim,CA,92806,875000,4,2.5,2260.0,3998.0,2003.0,86.0,387.0,http://www.redfin.com/CA/Anaheim/2885-E-Cinnamon-Pl-92806/home/5921281,IG21115885,33.8434672,-117.8703328,5.0,5.244735081770581
84,208 N Carleton Ave,Anaheim,CA,92801,469900,2,1.0,624.0,3375.0,1920.0,88.0,753.0,http://www.redfin.com/CA/Anaheim/208-N-Carleton-Ave-92801/home/4011862,TR21112936,33.8339766,-117.92881329999999,3.333,5.244735081770581
85,2012 W Beacon Ave,Anaheim,CA,92804,748498,3,2.0,2321.0,8720.0,1956.0,102.0,322.0,http://www.redfin.com/CA/Anaheim/2012-W-Beacon-Ave-92804/home/3605927,OC21101591,33.8204549,-117.95329699999999,3.333,5.244735081770581
86,637 S Priscilla,Anaheim,CA,92806,798000,4,2.0,1290.0,7548.0,1958.0,103.0,619.0,http://www.redfin.com/CA/Anaheim/637-S-Priscilla-St-92806/home/3362935,OC21099836,33.8328706,-117.8868858,3.667,5.244735081770581
87,1254 W Glen Dr,Anaheim,CA,92801,679000,3,1.75,1238.0,6592.0,1955.0,106.0,548.0,http://www.redfin.com/CA/Anaheim/1254-W-Glen-Dr-92801/home/4054119,PW21098415,33.8484756,-117.93622739999999,2.333,5.244735081770581
88,2940 E Echo Hill Way,Orange,CA,92867,1200000,4,2.5,2335.0,10138.0,1965.0,115.0,514.0,http://www.redfin.com/CA/Orange/2940-E-Echo-Hill-Way-92867/home/4320807,DW21091223,33.8320176,-117.8226711,6.667,3.559405622145507
89,726 N East St,Anaheim,CA,92805,1100000,2,1.0,1140.0,18280.0,1953.0,314.0,965.0,http://www.redfin.com/CA/Anaheim/726-N-East-St-92805/home/3204087,PW20214677,33.845820399999994,-117.90489540000002,2.667,5.244735081770581
90,1441 W Kiama Pl,Anaheim,CA,92802,679990,3,2.0,1071.0,7347.0,1955.0,321.0,635.0,http://www.redfin.com/CA/Anaheim/1441-Kiama-Pl-92802/home/3214589,PW20205357,33.82462,-117.9323831,3.0,5.244735081770581
91,1249 Driftwood Pl,Brea,CA,92821,828800,4,2.0,1440.0,6767.0,1963.0,2.0,576.0,http://www.redfin.com/CA/Brea/1249-Driftwood-Pl-92821/home/4135872,PW21180737,33.93663529999999,-117.8961784,7.667,2.5779186476492337
92,359 Brea Hills Ave,Brea,CA,92823,1500000,4,3.0,2893.0,12623.0,2003.0,2.0,518.0,http://www.redfin.com/CA/Brea/359-Brea-Hills-Ave-92823/home/5924682,PW21184287,33.923469299999994,-117.8333866,7.667,2.5779186476492337
93,1414 Las Lomas Dr,Brea,CA,92821,899900,3,3.0,2155.0,9639.0,1963.0,2.0,418.0,http://www.redfin.com/CA/Brea/1414-Las-Lomas-Dr-92821/home/4129001,PW21184326,33.94055520000001,-117.9180119,5.25,2.5779186476492337
94,1915 Skywood St,Brea,CA,92821,818900,4,2.5,1627.0,5002.0,1970.0,2.0,503.0,http://www.redfin.com/CA/Brea/1915-Skywood-St-92821/home/4118996,LG21184389,33.9303384,-117.9267538,5.25,2.5779186476492337
95,571 Cardinal St,Brea,CA,92823,948000,4,2.5,2179.0,3304.0,2002.0,3.0,435.0,http://www.redfin.com/CA/Brea/571-Cardinal-St-92823/home/5803964,TR21184189,33.9275348,-117.84444479999999,7.667,2.5779186476492337
96,737 Cactus Ct,Brea,CA,92821,600000,3,2.5,1401.0,1545.0,1974.0,3.0,428.0,http://www.redfin.com/CA/Brea/737-Cactus-Ct-92821/home/4146293,PW21183577,33.927721000000005,-117.89234499999999,8.0,2.5779186476492337
97,1421 Woodcrest Ave,Brea,CA,92821,985000,4,2.5,1959.0,8925.0,1976.0,3.0,503.0,http://www.redfin.com/CA/Brea/1421-Woodcrest-Ave-92821/home/4126847,PW21183383,33.9459244,-117.919202,5.25,2.5779186476492337
98,801 Chestnut Ave,Brea,CA,92821,749900,3,1.5,1216.0,7070.0,1958.0,5.0,617.0,http://www.redfin.com/CA/Brea/801-Chestnut-Ave-92821/home/4080118,PW21173516,33.90960220000001,-117.9071642,7.0,2.5779186476492337
99,925 Oleander St,Brea,CA,92821,799999,3,2.0,1338.0,6792.0,1956.0,5.0,598.0,http://www.redfin.com/CA/Brea/925-Oleander-St-92821/home/17477181,PW21180684,33.917115700000004,-117.9128856,7.0,2.5779186476492337
100,599 Charwood Ct,Brea,CA,92821,624900,4,3.0,1470.0,1548.0,1973.0,7.0,425.0,http://www.redfin.com/CA/Brea/599-Charwood-Ct-92821/home/4120412,PW21180303,33.929657500000005,-117.9229436,5.25,2.5779186476492337
101,2120 Treeridge Cir,Brea,CA,92821,928888,3,2.5,2130.0,5000.0,1976.0,7.0,436.0,http://www.redfin.com/CA/Brea/2120-Treeridge-Cir-92821/home/4151919,TR21180286,33.9231408,-117.87191580000001,7.333,2.5779186476492337
102,2668 E Santa Fe,Brea,CA,92821,939000,3,2.5,1827.0,2881.0,2014.0,8.0,514.0,http://www.redfin.com/CA/Brea/2668-E-Santa-Fe-Rd-92821/home/45380970,PW21178753,33.925022999999996,-117.863028,7.667,2.5779186476492337
103,2368 Foothill Ln,Brea,CA,92821,950000,4,3.5,2500.0,5529.0,1977.0,10.0,380.0,http://www.redfin.com/CA/Brea/2368-Foothill-Ln-92821/home/4152328,PW21175063,33.9216667,-117.8690773,7.333,2.5779186476492337
104,2481 Sommerset Dr,Brea,CA,92821,675000,3,2.0,1578.0,2397.0,1979.0,10.0,428.0,http://www.redfin.com/CA/Brea/2481-Sommerset-Dr-92821/home/4155891,PW21177091,33.925303,-117.865168,7.333,2.5779186476492337
